Year,Gender.Code,nation,source,measure1,measure2,overall_value,Education,Ethnicity
2009,M,us,nvss,YLL,crude rate,4578.29090979284,Associate's degree,"All, All Origins"
2009,A,us,nvss,Deaths,age-adjusted rate,50.5210851903184,Bachelor's degree,"All, All Origins"
2009,A,us,nvss,YLL,crude rate,6485.84907289545,Bachelor's degree,"All, All Origins"
2009,F,us,nvss,Deaths,age-adjusted rate,21.7588331644584,Bachelor's degree,"All, All Origins"
2009,F,us,nvss,YLL,crude rate,2669.24664073887,Bachelor's degree,"All, All Origins"
2009,M,us,nvss,Deaths,age-adjusted rate,28.76225202586,Bachelor's degree,"All, All Origins"
2009,M,us,nvss,YLL,crude rate,3816.60243215658,Bachelor's degree,"All, All Origins"
2009,A,us,nvss,Deaths,age-adjusted rate,36.6314722127304,Graduate or professional degree,"All, All Origins"
2009,A,us,nvss,YLL,crude rate,5712.57827522545,Graduate or professional degree,"All, All Origins"
2009,F,us,nvss,Deaths,age-adjusted rate,13.8233482044202,Graduate or professional degree,"All, All Origins"
2009,F,us,nvss,YLL,crude rate,2096.56506510601,Graduate or professional degree,"All, All Origins"
2009,M,us,nvss,Deaths,age-adjusted rate,22.8081240083102,Graduate or professional degree,"All, All Origins"
2009,M,us,nvss,YLL,crude rate,3616.01321011944,Graduate or professional degree,"All, All Origins"
2009,A,us,nvss,Deaths,age-adjusted rate,6475.19575584852,666,"American Indian or Alaska Native, All Origins"
2009,A,us,nvss,YLL,crude rate,12085.6027284064,666,"American Indian or Alaska Native, All Origins"
2009,A,us,wonder,Deaths,age-adjusted rate,6471.65557674863,666,"American Indian or Alaska Native, All Origins"
2009,A,us,wonder,YLL,crude rate,12070.2026225469,666,"American Indian or Alaska Native, All Origins"
2009,F,us,nvss,Deaths,age-adjusted rate,3009.06523848453,666,"American Indian or Alaska Native, All Origins"
2009,F,us,nvss,YLL,crude rate,5032.8383741869,666,"American Indian or Alaska Native, All Origins"
2009,F,us,wonder,Deaths,age-adjusted rate,3008.82653341593,666,"American Indian or Alaska Native, All Origins"
2009,F,us,wonder,YLL,crude rate,5031.52830905771,666,"American Indian or Alaska Native, All Origins"
2009,M,us,nvss,Deaths,age-adjusted rate,3466.13051736398,666,"American Indian or Alaska Native, All Origins"
2009,M,us,nvss,YLL,crude rate,7052.76435421952,666,"American Indian or Alaska Native, All Origins"
2009,M,us,wonder,Deaths,age-adjusted rate,3462.82904333271,666,"American Indian or Alaska Native, All Origins"
2009,M,us,wonder,YLL,crude rate,7038.6743134892,666,"American Indian or Alaska Native, All Origins"
2009,A,us,nvss,Deaths,age-adjusted rate,3955.33665500617,666,"Asian or Pacific Islander, All Origins"
2009,A,us,nvss,YLL,crude rate,7207.7577060843,666,"Asian or Pacific Islander, All Origins"
2009,A,us,wonder,Deaths,age-adjusted rate,3940.19688783232,666,"Asian or Pacific Islander, All Origins"
2009,A,us,wonder,YLL,crude rate,7167.70377184705,666,"Asian or Pacific Islander, All Origins"
2009,F,us,nvss,Deaths,age-adjusted rate,1847.31463035894,666,"Asian or Pacific Islander, All Origins"
2009,F,us,nvss,YLL,crude rate,3134.23230277984,666,"Asian or Pacific Islander, All Origins"
2009,F,us,wonder,Deaths,age-adjusted rate,1844.05596663091,666,"Asian or Pacific Islander, All Origins"
2009,F,us,wonder,YLL,crude rate,3122.02326535435,666,"Asian or Pacific Islander, All Origins"
2009,M,us,nvss,Deaths,age-adjusted rate,2108.02202464723,666,"Asian or Pacific Islander, All Origins"
2009,M,us,nvss,YLL,crude rate,4073.52540330445,666,"Asian or Pacific Islander, All Origins"
2009,M,us,wonder,Deaths,age-adjusted rate,2096.14092120141,666,"Asian or Pacific Islander, All Origins"
2009,M,us,wonder,YLL,crude rate,4045.68050649272,666,"Asian or Pacific Islander, All Origins"
2009,A,us,nvss,Deaths,age-adjusted rate,9534.62188072656,666,"Black or African American, All Origins"
2009,A,us,nvss,YLL,crude rate,20198.8608244032,666,"Black or African American, All Origins"
2009,A,us,wonder,Deaths,age-adjusted rate,9517.98255807328,666,"Black or African American, All Origins"
2009,A,us,wonder,YLL,crude rate,20156.3967750798,666,"Black or African American, All Origins"
2009,F,us,nvss,Deaths,age-adjusted rate,4555.26378342622,666,"Black or African American, All Origins"
2009,F,us,nvss,YLL,crude rate,8761.84297499086,666,"Black or African American, All Origins"
2009,F,us,wonder,Deaths,age-adjusted rate,4548.3186611402,666,"Black or African American, All Origins"
2009,F,us,wonder,YLL,crude rate,8743.5920891366,666,"Black or African American, All Origins"
2009,M,us,nvss,Deaths,age-adjusted rate,4979.35809730033,666,"Black or African American, All Origins"
2009,M,us,nvss,YLL,crude rate,11437.0178494124,666,"Black or African American, All Origins"
2009,M,us,wonder,Deaths,age-adjusted rate,4969.66389693309,666,"Black or African American, All Origins"
2009,M,us,wonder,YLL,crude rate,11412.8046859432,666,"Black or African American, All Origins"
2009,A,us,nvss,Deaths,age-adjusted rate,5864.34782119624,666,"White, Hispanic or Latino"
2009,A,us,nvss,YLL,crude rate,9586.05605228822,666,"White, Hispanic or Latino"
2009,A,us,wonder,Deaths,age-adjusted rate,5816.90220222695,666,"White, Hispanic or Latino"
2009,A,us,wonder,YLL,crude rate,9472.11460335584,666,"White, Hispanic or Latino"
2009,F,us,nvss,Deaths,age-adjusted rate,2631.41210063874,666,"White, Hispanic or Latino"
2009,F,us,nvss,YLL,crude rate,3717.12638271696,666,"White, Hispanic or Latino"
2009,F,us,wonder,Deaths,age-adjusted rate,2612.92141396748,666,"White, Hispanic or Latino"
2009,F,us,wonder,YLL,crude rate,3683.63938723176,666,"White, Hispanic or Latino"
2009,M,us,nvss,Deaths,age-adjusted rate,3232.93572055748,666,"White, Hispanic or Latino"
2009,M,us,nvss,YLL,crude rate,5868.92966957127,666,"White, Hispanic or Latino"
2009,M,us,wonder,Deaths,age-adjusted rate,3203.98078825947,666,"White, Hispanic or Latino"
2009,M,us,wonder,YLL,crude rate,5788.47521612408,666,"White, Hispanic or Latino"
2009,A,us,nvss,Deaths,age-adjusted rate,7314.9269525221,666,"White, Not Hispanic or Latino"
2009,A,us,nvss,YLL,crude rate,20030.2906305531,666,"White, Not Hispanic or Latino"
2009,A,us,wonder,Deaths,age-adjusted rate,7307.2419154148,666,"White, Not Hispanic or Latino"
2009,A,us,wonder,YLL,crude rate,20004.385468097,666,"White, Not Hispanic or Latino"
2009,F,us,nvss,Deaths,age-adjusted rate,3301.93813972432,666,"White, Not Hispanic or Latino"
2009,F,us,nvss,YLL,crude rate,8900.83367742325,666,"White, Not Hispanic or Latino"
2009,F,us,wonder,Deaths,age-adjusted rate,3299.7521410726,666,"White, Not Hispanic or Latino"
2009,F,us,wonder,YLL,crude rate,8893.65277567068,666,"White, Not Hispanic or Latino"
2009,M,us,nvss,Deaths,age-adjusted rate,4012.98881279778,666,"White, Not Hispanic or Latino"
2009,M,us,nvss,YLL,crude rate,11129.4569531299,666,"White, Not Hispanic or Latino"
2009,M,us,wonder,Deaths,age-adjusted rate,4007.4897743422,666,"White, Not Hispanic or Latino"
2009,M,us,wonder,YLL,crude rate,11110.7326924263,666,"White, Not Hispanic or Latino"
2010,A,us,nvss,Deaths,age-adjusted rate,90.8198739141057,Less than 9th grade,"All, All Origins"
2010,A,us,nvss,YLL,crude rate,18725.63487592,Less than 9th grade,"All, All Origins"
2010,F,us,nvss,Deaths,age-adjusted rate,40.5058866620841,Less than 9th grade,"All, All Origins"
2010,F,us,nvss,YLL,crude rate,8706.91793036667,Less than 9th grade,"All, All Origins"
2010,M,us,nvss,Deaths,age-adjusted rate,50.3139872520217,Less than 9th grade,"All, All Origins"
2010,M,us,nvss,YLL,crude rate,10018.7169455533,Less than 9th grade,"All, All Origins"
2010,A,us,nvss,Deaths,age-adjusted rate,102.73785882038,"9th to 12th grade, no diploma","All, All Origins"
2010,A,us,nvss,YLL,crude rate,17087.9272134162,"9th to 12th grade, no diploma","All, All Origins"
2010,F,us,nvss,Deaths,age-adjusted rate,42.1447662111577,"9th to 12th grade, no diploma","All, All Origins"
2010,F,us,nvss,YLL,crude rate,7342.85842953704,"9th to 12th grade, no diploma","All, All Origins"
2010,M,us,nvss,Deaths,age-adjusted rate,60.5930926092218,"9th to 12th grade, no diploma","All, All Origins"
2010,M,us,nvss,YLL,crude rate,9745.06878387915,"9th to 12th grade, no diploma","All, All Origins"
2010,A,us,nvss,Deaths,age-adjusted rate,105.076371600981,"High school graduate, GED, or alternative","All, All Origins"
2010,A,us,nvss,YLL,crude rate,17911.8974718192,"High school graduate, GED, or alternative","All, All Origins"
2010,F,us,nvss,Deaths,age-adjusted rate,47.6784395614132,"High school graduate, GED, or alternative","All, All Origins"
2010,F,us,nvss,YLL,crude rate,8268.83579595848,"High school graduate, GED, or alternative","All, All Origins"
2010,M,us,nvss,Deaths,age-adjusted rate,57.397932039568,"High school graduate, GED, or alternative","All, All Origins"
2010,M,us,nvss,YLL,crude rate,9643.06167586068,"High school graduate, GED, or alternative","All, All Origins"
2010,A,us,nvss,Deaths,age-adjusted rate,52.4671026055069,"Some college, no degree","All, All Origins"
2010,A,us,nvss,YLL,crude rate,7945.13229475786,"Some college, no degree","All, All Origins"
2010,F,us,nvss,Deaths,age-adjusted rate,23.2428014264927,"Some college, no degree","All, All Origins"
2010,F,us,nvss,YLL,crude rate,3417.14648781908,"Some college, no degree","All, All Origins"
2010,M,us,nvss,Deaths,age-adjusted rate,29.2243011790143,"Some college, no degree","All, All Origins"
2010,M,us,nvss,YLL,crude rate,4527.98580693878,"Some college, no degree","All, All Origins"
2010,A,us,nvss,Deaths,age-adjusted rate,74.9535706871422,Associate's degree,"All, All Origins"
2010,A,us,nvss,YLL,crude rate,9605.87812977613,Associate's degree,"All, All Origins"
2010,F,us,nvss,Deaths,age-adjusted rate,39.7657329495447,Associate's degree,"All, All Origins"
2010,F,us,nvss,YLL,crude rate,4809.25673472644,Associate's degree,"All, All Origins"
2010,M,us,nvss,Deaths,age-adjusted rate,35.1878377375975,Associate's degree,"All, All Origins"
2010,M,us,nvss,YLL,crude rate,4796.62139504971,Associate's degree,"All, All Origins"
2010,A,us,nvss,Deaths,age-adjusted rate,51.7447748938612,Bachelor's degree,"All, All Origins"
2010,A,us,nvss,YLL,crude rate,6764.55311622731,Bachelor's degree,"All, All Origins"
2010,F,us,nvss,Deaths,age-adjusted rate,22.1516641804737,Bachelor's degree,"All, All Origins"
2010,F,us,nvss,YLL,crude rate,2768.83418120293,Bachelor's degree,"All, All Origins"
2010,M,us,nvss,Deaths,age-adjusted rate,29.5931107133875,Bachelor's degree,"All, All Origins"
2010,M,us,nvss,YLL,crude rate,3995.71893502439,Bachelor's degree,"All, All Origins"
2010,A,us,nvss,Deaths,age-adjusted rate,37.2548768732432,Graduate or professional degree,"All, All Origins"
2010,A,us,nvss,YLL,crude rate,5925.79710766295,Graduate or professional degree,"All, All Origins"
2010,F,us,nvss,Deaths,age-adjusted rate,14.1533947324365,Graduate or professional degree,"All, All Origins"
2010,F,us,nvss,YLL,crude rate,2179.47191752096,Graduate or professional degree,"All, All Origins"
2010,M,us,nvss,Deaths,age-adjusted rate,23.1014821408066,Graduate or professional degree,"All, All Origins"
2010,M,us,nvss,YLL,crude rate,3746.32519014199,Graduate or professional degree,"All, All Origins"
2010,A,us,nvss,Deaths,age-adjusted rate,6466.82581630956,666,"American Indian or Alaska Native, All Origins"
2010,A,us,nvss,YLL,crude rate,11837.8896066115,666,"American Indian or Alaska Native, All Origins"
2010,A,us,wonder,Deaths,age-adjusted rate,6460.83701809838,666,"American Indian or Alaska Native, All Origins"
2010,A,us,wonder,YLL,crude rate,11828.5177722796,666,"American Indian or Alaska Native, All Origins"
2010,F,us,nvss,Deaths,age-adjusted rate,3002.33706717077,666,"American Indian or Alaska Native, All Origins"
2010,F,us,nvss,YLL,crude rate,4778.35169918394,666,"American Indian or Alaska Native, All Origins"
2010,F,us,wonder,Deaths,age-adjusted rate,3000.30204520033,666,"American Indian or Alaska Native, All Origins"
2010,F,us,wonder,YLL,crude rate,4776.44541267789,666,"American Indian or Alaska Native, All Origins"
2010,M,us,nvss,Deaths,age-adjusted rate,3464.48874913878,666,"American Indian or Alaska Native, All Origins"
2010,M,us,nvss,YLL,crude rate,7059.53790742757,666,"American Indian or Alaska Native, All Origins"
2010,M,us,wonder,Deaths,age-adjusted rate,3460.53497289804,666,"American Indian or Alaska Native, All Origins"
2010,M,us,wonder,YLL,crude rate,7052.07235960173,666,"American Indian or Alaska Native, All Origins"
2010,A,us,nvss,Deaths,age-adjusted rate,3901.61170238968,666,"Asian or Pacific Islander, All Origins"
2010,A,us,nvss,YLL,crude rate,7139.98768315689,666,"Asian or Pacific Islander, All Origins"
2010,A,us,wonder,Deaths,age-adjusted rate,3891.82111477665,666,"Asian or Pacific Islander, All Origins"
2010,A,us,wonder,YLL,crude rate,7119.52894502862,666,"Asian or Pacific Islander, All Origins"
2010,F,us,nvss,Deaths,age-adjusted rate,1819.2188374685,666,"Asian or Pacific Islander, All Origins"
2010,F,us,nvss,YLL,crude rate,3109.96332629523,666,"Asian or Pacific Islander, All Origins"
2010,F,us,wonder,Deaths,age-adjusted rate,1818.13511596354,666,"Asian or Pacific Islander, All Origins"
2010,F,us,wonder,YLL,crude rate,3107.35804132583,666,"Asian or Pacific Islander, All Origins"
2010,M,us,nvss,Deaths,age-adjusted rate,2082.39286492119,666,"Asian or Pacific Islander, All Origins"
2010,M,us,nvss,YLL,crude rate,4030.02435686167,666,"Asian or Pacific Islander, All Origins"
2010,M,us,wonder,Deaths,age-adjusted rate,2073.68599881311,666,"Asian or Pacific Islander, All Origins"
2010,M,us,wonder,YLL,crude rate,4012.17090370279,666,"Asian or Pacific Islander, All Origins"
2010,A,us,nvss,Deaths,age-adjusted rate,9287.96571955873,666,"Black or African American, All Origins"
2010,A,us,nvss,YLL,crude rate,19536.9650280991,666,"Black or African American, All Origins"
2010,A,us,wonder,Deaths,age-adjusted rate,9273.86461815408,666,"Black or African American, All Origins"
2010,A,us,wonder,YLL,crude rate,19498.2609926643,666,"Black or African American, All Origins"
2010,F,us,nvss,Deaths,age-adjusted rate,4427.94568652991,666,"Black or African American, All Origins"
2010,F,us,nvss,YLL,crude rate,8513.45355282159,666,"Black or African American, All Origins"
2010,F,us,wonder,Deaths,age-adjusted rate,4423.5442729804,666,"Black or African American, All Origins"
2010,F,us,wonder,YLL,crude rate,8501.01230771528,666,"Black or African American, All Origins"
2010,M,us,nvss,Deaths,age-adjusted rate,4860.02003302882,666,"Black or African American, All Origins"
2010,M,us,nvss,YLL,crude rate,11023.5114752775,666,"Black or African American, All Origins"
2010,M,us,wonder,Deaths,age-adjusted rate,4850.32034517368,666,"Black or African American, All Origins"
2010,M,us,wonder,YLL,crude rate,10997.248684949,666,"Black or African American, All Origins"
2010,A,us,nvss,Deaths,age-adjusted rate,5715.36381645561,666,"White, Hispanic or Latino"
2010,A,us,nvss,YLL,crude rate,9191.32017942708,666,"White, Hispanic or Latino"
2010,A,us,wonder,Deaths,age-adjusted rate,5672.75940052954,666,"White, Hispanic or Latino"
2010,A,us,wonder,YLL,crude rate,9101.20686341492,666,"White, Hispanic or Latino"
2010,F,us,nvss,Deaths,age-adjusted rate,2540.38725136433,666,"White, Hispanic or Latino"
2010,F,us,nvss,YLL,crude rate,3574.05296227045,666,"White, Hispanic or Latino"
2010,F,us,wonder,Deaths,age-adjusted rate,2523.10222932895,666,"White, Hispanic or Latino"
2010,F,us,wonder,YLL,crude rate,3547.58866776973,666,"White, Hispanic or Latino"
2010,M,us,nvss,Deaths,age-adjusted rate,3174.97656509129,666,"White, Hispanic or Latino"
2010,M,us,nvss,YLL,crude rate,5617.26721715664,666,"White, Hispanic or Latino"
2010,M,us,wonder,Deaths,age-adjusted rate,3149.65717120059,666,"White, Hispanic or Latino"
2010,M,us,wonder,YLL,crude rate,5553.6181956452,666,"White, Hispanic or Latino"
2010,A,us,nvss,Deaths,age-adjusted rate,7253.68602586107,666,"White, Not Hispanic or Latino"
2010,A,us,nvss,YLL,crude rate,20055.6455111328,666,"White, Not Hispanic or Latino"
2010,A,us,wonder,Deaths,age-adjusted rate,7245.71923788804,666,"White, Not Hispanic or Latino"
2010,A,us,wonder,YLL,crude rate,20028.6733229861,666,"White, Not Hispanic or Latino"
2010,F,us,nvss,Deaths,age-adjusted rate,3264.12401961973,666,"White, Not Hispanic or Latino"
2010,F,us,nvss,YLL,crude rate,8905.15655890341,666,"White, Not Hispanic or Latino"
2010,F,us,wonder,Deaths,age-adjusted rate,3261.72918395634,666,"White, Not Hispanic or Latino"
2010,F,us,wonder,YLL,crude rate,8896.75253687741,666,"White, Not Hispanic or Latino"
2010,M,us,nvss,Deaths,age-adjusted rate,3989.56200624135,666,"White, Not Hispanic or Latino"
2010,M,us,nvss,YLL,crude rate,11150.4889522294,666,"White, Not Hispanic or Latino"
2010,M,us,wonder,Deaths,age-adjusted rate,3983.9900539317,666,"White, Not Hispanic or Latino"
2010,M,us,wonder,YLL,crude rate,11131.9207861087,666,"White, Not Hispanic or Latino"
2011,A,us,nvss,Deaths,age-adjusted rate,90.4582951733997,Less than 9th grade,"All, All Origins"
2011,A,us,nvss,YLL,crude rate,18655.2193546524,Less than 9th grade,"All, All Origins"
2011,F,us,nvss,Deaths,age-adjusted rate,40.2883223889235,Less than 9th grade,"All, All Origins"
2011,F,us,nvss,YLL,crude rate,8682.78767803721,Less than 9th grade,"All, All Origins"
2011,M,us,nvss,Deaths,age-adjusted rate,50.1699727844763,Less than 9th grade,"All, All Origins"
2011,M,us,nvss,YLL,crude rate,9972.43167661519,Less than 9th grade,"All, All Origins"
2011,A,us,nvss,Deaths,age-adjusted rate,103.70973418234,"9th to 12th grade, no diploma","All, All Origins"
2011,A,us,nvss,YLL,crude rate,17205.054206594,"9th to 12th grade, no diploma","All, All Origins"
2011,F,us,nvss,Deaths,age-adjusted rate,42.2622352363898,"9th to 12th grade, no diploma","All, All Origins"
2011,F,us,nvss,YLL,crude rate,7325.74997158744,"9th to 12th grade, no diploma","All, All Origins"
2011,M,us,nvss,Deaths,age-adjusted rate,61.4474989459504,"9th to 12th grade, no diploma","All, All Origins"
2011,M,us,nvss,YLL,crude rate,9879.3042350066,"9th to 12th grade, no diploma","All, All Origins"
2011,A,us,nvss,Deaths,age-adjusted rate,106.393467031309,"High school graduate, GED, or alternative","All, All Origins"
2011,A,us,nvss,YLL,crude rate,18230.5440672093,"High school graduate, GED, or alternative","All, All Origins"
2011,F,us,nvss,Deaths,age-adjusted rate,48.067764385608,"High school graduate, GED, or alternative","All, All Origins"
2011,F,us,nvss,YLL,crude rate,8412.07784126332,"High school graduate, GED, or alternative","All, All Origins"
2011,M,us,nvss,Deaths,age-adjusted rate,58.3257026457012,"High school graduate, GED, or alternative","All, All Origins"
2011,M,us,nvss,YLL,crude rate,9818.466225946,"High school graduate, GED, or alternative","All, All Origins"
2011,A,us,nvss,Deaths,age-adjusted rate,52.1067245796422,"Some college, no degree","All, All Origins"
2011,A,us,nvss,YLL,crude rate,7970.91718429754,"Some college, no degree","All, All Origins"
2011,F,us,nvss,Deaths,age-adjusted rate,23.2248823071572,"Some college, no degree","All, All Origins"
2011,F,us,nvss,YLL,crude rate,3440.23609980831,"Some college, no degree","All, All Origins"
2011,M,us,nvss,Deaths,age-adjusted rate,28.881842272485,"Some college, no degree","All, All Origins"
2011,M,us,nvss,YLL,crude rate,4530.68108448923,"Some college, no degree","All, All Origins"
2011,A,us,nvss,Deaths,age-adjusted rate,75.4005030782921,Associate's degree,"All, All Origins"
2011,A,us,nvss,YLL,crude rate,9909.18477900893,Associate's degree,"All, All Origins"
2011,F,us,nvss,Deaths,age-adjusted rate,39.9896912469325,Associate's degree,"All, All Origins"
2011,F,us,nvss,YLL,crude rate,4988.04562487728,Associate's degree,"All, All Origins"
2011,M,us,nvss,Deaths,age-adjusted rate,35.4108118313597,Associate's degree,"All, All Origins"
2011,M,us,nvss,YLL,crude rate,4921.13915413165,Associate's degree,"All, All Origins"
2011,A,us,nvss,Deaths,age-adjusted rate,50.7303907261764,Bachelor's degree,"All, All Origins"
2011,A,us,nvss,YLL,crude rate,6743.91648982518,Bachelor's degree,"All, All Origins"
2011,F,us,nvss,Deaths,age-adjusted rate,22.0321983937619,Bachelor's degree,"All, All Origins"
2011,F,us,nvss,YLL,crude rate,2800.34639153084,Bachelor's degree,"All, All Origins"
2011,M,us,nvss,Deaths,age-adjusted rate,28.6981923324145,Bachelor's degree,"All, All Origins"
2011,M,us,nvss,YLL,crude rate,3943.57009829436,Bachelor's degree,"All, All Origins"
2011,A,us,nvss,Deaths,age-adjusted rate,36.6682185770709,Graduate or professional degree,"All, All Origins"
2011,A,us,nvss,YLL,crude rate,5925.83926520064,Graduate or professional degree,"All, All Origins"
2011,F,us,nvss,Deaths,age-adjusted rate,13.8963639225272,Graduate or professional degree,"All, All Origins"
2011,F,us,nvss,YLL,crude rate,2192.16804652134,Graduate or professional degree,"All, All Origins"
2011,M,us,nvss,Deaths,age-adjusted rate,22.7718546545436,Graduate or professional degree,"All, All Origins"
2011,M,us,nvss,YLL,crude rate,3733.6712186793,Graduate or professional degree,"All, All Origins"
2011,A,us,nvss,Deaths,age-adjusted rate,6376.01152789892,666,"American Indian or Alaska Native, All Origins"
2011,A,us,nvss,YLL,crude rate,11920.070745738,666,"American Indian or Alaska Native, All Origins"
2011,A,us,wonder,Deaths,age-adjusted rate,6367.57134625094,666,"American Indian or Alaska Native, All Origins"
2011,A,us,wonder,YLL,crude rate,11902.2317727967,666,"American Indian or Alaska Native, All Origins"
2011,F,us,nvss,Deaths,age-adjusted rate,2972.73858792902,666,"American Indian or Alaska Native, All Origins"
2011,F,us,nvss,YLL,crude rate,4961.08706341308,666,"American Indian or Alaska Native, All Origins"
2011,F,us,wonder,Deaths,age-adjusted rate,2970.20745720236,666,"American Indian or Alaska Native, All Origins"
2011,F,us,wonder,YLL,crude rate,4957.22617233526,666,"American Indian or Alaska Native, All Origins"
2011,M,us,nvss,Deaths,age-adjusted rate,3403.2729399699,666,"American Indian or Alaska Native, All Origins"
2011,M,us,nvss,YLL,crude rate,6958.98368232495,666,"American Indian or Alaska Native, All Origins"
2011,M,us,wonder,Deaths,age-adjusted rate,3397.36388904859,666,"American Indian or Alaska Native, All Origins"
2011,M,us,wonder,YLL,crude rate,6945.00560046142,666,"American Indian or Alaska Native, All Origins"
2011,A,us,nvss,Deaths,age-adjusted rate,3826.19466583955,666,"Asian or Pacific Islander, All Origins"
2011,A,us,nvss,YLL,crude rate,7144.69456641112,666,"Asian or Pacific Islander, All Origins"
2011,A,us,wonder,Deaths,age-adjusted rate,3817.10305094425,666,"Asian or Pacific Islander, All Origins"
2011,A,us,wonder,YLL,crude rate,7121.97440030708,666,"Asian or Pacific Islander, All Origins"
2011,F,us,nvss,Deaths,age-adjusted rate,1794.90876166511,666,"Asian or Pacific Islander, All Origins"
2011,F,us,nvss,YLL,crude rate,3132.51389949273,666,"Asian or Pacific Islander, All Origins"
2011,F,us,wonder,Deaths,age-adjusted rate,1792.59626490331,666,"Asian or Pacific Islander, All Origins"
2011,F,us,wonder,YLL,crude rate,3126.78524214609,666,"Asian or Pacific Islander, All Origins"
2011,M,us,nvss,Deaths,age-adjusted rate,2031.28590417444,666,"Asian or Pacific Islander, All Origins"
2011,M,us,nvss,YLL,crude rate,4012.18066691839,666,"Asian or Pacific Islander, All Origins"
2011,M,us,wonder,Deaths,age-adjusted rate,2024.50678604094,666,"Asian or Pacific Islander, All Origins"
2011,M,us,wonder,YLL,crude rate,3995.189158161,666,"Asian or Pacific Islander, All Origins"
2011,A,us,nvss,Deaths,age-adjusted rate,9143.57997372147,666,"Black or African American, All Origins"
2011,A,us,nvss,YLL,crude rate,19436.3199055668,666,"Black or African American, All Origins"
2011,A,us,wonder,Deaths,age-adjusted rate,9128.2620535327,666,"Black or African American, All Origins"
2011,A,us,wonder,YLL,crude rate,19397.8597795857,666,"Black or African American, All Origins"
2011,F,us,nvss,Deaths,age-adjusted rate,4380.31914691353,666,"Black or African American, All Origins"
2011,F,us,nvss,YLL,crude rate,8490.90075035575,666,"Black or African American, All Origins"
2011,F,us,wonder,Deaths,age-adjusted rate,4374.472275747,666,"Black or African American, All Origins"
2011,F,us,wonder,YLL,crude rate,8475.86581909383,666,"Black or African American, All Origins"
2011,M,us,nvss,Deaths,age-adjusted rate,4763.26082680792,666,"Black or African American, All Origins"
2011,M,us,nvss,YLL,crude rate,10945.419155211,666,"Black or African American, All Origins"
2011,M,us,wonder,Deaths,age-adjusted rate,4753.78977778571,666,"Black or African American, All Origins"
2011,M,us,wonder,YLL,crude rate,10921.9939604919,666,"Black or African American, All Origins"
2011,A,us,nvss,Deaths,age-adjusted rate,5693.92266839589,666,"White, Hispanic or Latino"
2011,A,us,nvss,YLL,crude rate,9220.50148996132,666,"White, Hispanic or Latino"
2011,A,us,wonder,Deaths,age-adjusted rate,5651.39355591194,666,"White, Hispanic or Latino"
2011,A,us,wonder,YLL,crude rate,9127.71611218858,666,"White, Hispanic or Latino"
2011,F,us,nvss,Deaths,age-adjusted rate,2550.09452533454,666,"White, Hispanic or Latino"
2011,F,us,nvss,YLL,crude rate,3592.67421060439,666,"White, Hispanic or Latino"
2011,F,us,wonder,Deaths,age-adjusted rate,2533.74094135609,666,"White, Hispanic or Latino"
2011,F,us,wonder,YLL,crude rate,3568.09213035723,666,"White, Hispanic or Latino"
2011,M,us,nvss,Deaths,age-adjusted rate,3143.82814306135,666,"White, Hispanic or Latino"
2011,M,us,nvss,YLL,crude rate,5627.82727935692,666,"White, Hispanic or Latino"
2011,M,us,wonder,Deaths,age-adjusted rate,3117.65261455584,666,"White, Hispanic or Latino"
2011,M,us,wonder,YLL,crude rate,5559.62398183135,666,"White, Hispanic or Latino"
2011,A,us,nvss,Deaths,age-adjusted rate,7262.11651875126,666,"White, Not Hispanic or Latino"
2011,A,us,nvss,YLL,crude rate,20340.0954023996,666,"White, Not Hispanic or Latino"
2011,A,us,wonder,Deaths,age-adjusted rate,7253.63601826899,666,"White, Not Hispanic or Latino"
2011,A,us,wonder,YLL,crude rate,20311.4221861291,666,"White, Not Hispanic or Latino"
2011,F,us,nvss,Deaths,age-adjusted rate,3261.89536080263,666,"White, Not Hispanic or Latino"
2011,F,us,nvss,YLL,crude rate,9033.62292377555,666,"White, Not Hispanic or Latino"
2011,F,us,wonder,Deaths,age-adjusted rate,3259.48819538092,666,"White, Not Hispanic or Latino"
2011,F,us,wonder,YLL,crude rate,9025.24608018202,666,"White, Not Hispanic or Latino"
2011,M,us,nvss,Deaths,age-adjusted rate,4000.22115794862,666,"White, Not Hispanic or Latino"
2011,M,us,nvss,YLL,crude rate,11306.4724786241,666,"White, Not Hispanic or Latino"
2011,M,us,wonder,Deaths,age-adjusted rate,3994.14782288808,666,"White, Not Hispanic or Latino"
2011,M,us,wonder,YLL,crude rate,11286.1761059471,666,"White, Not Hispanic or Latino"
2012,A,us,nvss,Deaths,age-adjusted rate,90.8191292578521,Less than 9th grade,"All, All Origins"
2012,A,us,nvss,YLL,crude rate,18725.7399670876,Less than 9th grade,"All, All Origins"
2012,F,us,nvss,Deaths,age-adjusted rate,40.5472291736897,Less than 9th grade,"All, All Origins"
2012,F,us,nvss,YLL,crude rate,8656.57734969759,Less than 9th grade,"All, All Origins"
2012,M,us,nvss,Deaths,age-adjusted rate,50.2719000841625,Less than 9th grade,"All, All Origins"
2012,M,us,nvss,YLL,crude rate,10069.16261739,Less than 9th grade,"All, All Origins"
2012,A,us,nvss,Deaths,age-adjusted rate,106.272372553468,"9th to 12th grade, no diploma","All, All Origins"
2012,A,us,nvss,YLL,crude rate,17759.2124122675,"9th to 12th grade, no diploma","All, All Origins"
