Year,Gender.Code,nation,source,measure1,measure2,overall_value,Education,Ethnicity
2014,M,us,wonder,Deaths,age-adjusted rate,3046.58518710234,666,"White, Hispanic or Latino"
2014,M,us,wonder,YLL,crude rate,5691.67435754384,666,"White, Hispanic or Latino"
2014,A,us,nvss,Deaths,age-adjusted rate,7194.65457001296,666,"White, Not Hispanic or Latino"
2014,A,us,nvss,YLL,crude rate,20839.7756312512,666,"White, Not Hispanic or Latino"
2014,A,us,wonder,Deaths,age-adjusted rate,7185.62380023079,666,"White, Not Hispanic or Latino"
2014,A,us,wonder,YLL,crude rate,20808.7674248239,666,"White, Not Hispanic or Latino"
2014,F,us,nvss,Deaths,age-adjusted rate,3198.28789948098,666,"White, Not Hispanic or Latino"
2014,F,us,nvss,YLL,crude rate,9181.78847668967,666,"White, Not Hispanic or Latino"
2014,F,us,wonder,Deaths,age-adjusted rate,3195.57792595647,666,"White, Not Hispanic or Latino"
2014,F,us,wonder,YLL,crude rate,9172.34998963961,666,"White, Not Hispanic or Latino"
2014,M,us,nvss,Deaths,age-adjusted rate,3996.36667053198,666,"White, Not Hispanic or Latino"
2014,M,us,nvss,YLL,crude rate,11657.9871545616,666,"White, Not Hispanic or Latino"
2014,M,us,wonder,Deaths,age-adjusted rate,3990.04587427431,666,"White, Not Hispanic or Latino"
2014,M,us,wonder,YLL,crude rate,11636.4174351843,666,"White, Not Hispanic or Latino"
2015,A,us,nvss,Deaths,age-adjusted rate,86.3094074327685,Less than 9th grade,"All, All Origins"
2015,A,us,nvss,YLL,crude rate,17720.5056044677,Less than 9th grade,"All, All Origins"
2015,F,us,nvss,Deaths,age-adjusted rate,37.901029005265,Less than 9th grade,"All, All Origins"
2015,F,us,nvss,YLL,crude rate,8044.99521498099,Less than 9th grade,"All, All Origins"
2015,M,us,nvss,Deaths,age-adjusted rate,48.4083784275035,Less than 9th grade,"All, All Origins"
2015,M,us,nvss,YLL,crude rate,9675.51038948664,Less than 9th grade,"All, All Origins"
2015,A,us,nvss,Deaths,age-adjusted rate,113.932692724602,"9th to 12th grade, no diploma","All, All Origins"
2015,A,us,nvss,YLL,crude rate,18958.8614007817,"9th to 12th grade, no diploma","All, All Origins"
2015,F,us,nvss,Deaths,age-adjusted rate,45.7974417133548,"9th to 12th grade, no diploma","All, All Origins"
2015,F,us,nvss,YLL,crude rate,7938.32032873981,"9th to 12th grade, no diploma","All, All Origins"
2015,M,us,nvss,Deaths,age-adjusted rate,68.1352510112475,"9th to 12th grade, no diploma","All, All Origins"
2015,M,us,nvss,YLL,crude rate,11020.5410720419,"9th to 12th grade, no diploma","All, All Origins"
2015,A,us,nvss,Deaths,age-adjusted rate,110.451983437706,"High school graduate, GED, or alternative","All, All Origins"
2015,A,us,nvss,YLL,crude rate,19113.4688995246,"High school graduate, GED, or alternative","All, All Origins"
2015,F,us,nvss,Deaths,age-adjusted rate,48.3767342026787,"High school graduate, GED, or alternative","All, All Origins"
2015,F,us,nvss,YLL,crude rate,8618.86354611001,"High school graduate, GED, or alternative","All, All Origins"
2015,M,us,nvss,Deaths,age-adjusted rate,62.0752492350272,"High school graduate, GED, or alternative","All, All Origins"
2015,M,us,nvss,YLL,crude rate,10494.6053534146,"High school graduate, GED, or alternative","All, All Origins"
2015,A,us,nvss,Deaths,age-adjusted rate,49.8210852821992,"Some college, no degree","All, All Origins"
2015,A,us,nvss,YLL,crude rate,8020.37592964714,"Some college, no degree","All, All Origins"
2015,F,us,nvss,Deaths,age-adjusted rate,22.098534471956,"Some college, no degree","All, All Origins"
2015,F,us,nvss,YLL,crude rate,3472.33337831606,"Some college, no degree","All, All Origins"
2015,M,us,nvss,Deaths,age-adjusted rate,27.7225508102432,"Some college, no degree","All, All Origins"
2015,M,us,nvss,YLL,crude rate,4548.04255133108,"Some college, no degree","All, All Origins"
2015,A,us,nvss,Deaths,age-adjusted rate,71.8985987384278,Associate's degree,"All, All Origins"
2015,A,us,nvss,YLL,crude rate,10508.2826065821,Associate's degree,"All, All Origins"
2015,F,us,nvss,Deaths,age-adjusted rate,37.5024254649144,Associate's degree,"All, All Origins"
2015,F,us,nvss,YLL,crude rate,5272.97585087442,Associate's degree,"All, All Origins"
2015,M,us,nvss,Deaths,age-adjusted rate,34.3961732735134,Associate's degree,"All, All Origins"
2015,M,us,nvss,YLL,crude rate,5235.30675570768,Associate's degree,"All, All Origins"
2015,A,us,nvss,Deaths,age-adjusted rate,46.8978964277946,Bachelor's degree,"All, All Origins"
2015,A,us,nvss,YLL,crude rate,6818.99177129719,Bachelor's degree,"All, All Origins"
2015,F,us,nvss,Deaths,age-adjusted rate,20.5530943130452,Bachelor's degree,"All, All Origins"
2015,F,us,nvss,YLL,crude rate,2881.86818001731,Bachelor's degree,"All, All Origins"
2015,M,us,nvss,Deaths,age-adjusted rate,26.3448021147493,Bachelor's degree,"All, All Origins"
2015,M,us,nvss,YLL,crude rate,3937.12359127988,Bachelor's degree,"All, All Origins"
2015,A,us,nvss,Deaths,age-adjusted rate,33.6827658508959,Graduate or professional degree,"All, All Origins"
2015,A,us,nvss,YLL,crude rate,5925.71604193915,Graduate or professional degree,"All, All Origins"
2015,F,us,nvss,Deaths,age-adjusted rate,13.2483210275212,Graduate or professional degree,"All, All Origins"
2015,F,us,nvss,YLL,crude rate,2272.07465387093,Graduate or professional degree,"All, All Origins"
2015,M,us,nvss,Deaths,age-adjusted rate,20.4344448233747,Graduate or professional degree,"All, All Origins"
2015,M,us,nvss,YLL,crude rate,3653.64138806822,Graduate or professional degree,"All, All Origins"
2015,A,us,nvss,Deaths,age-adjusted rate,6418.49421463777,666,"American Indian or Alaska Native, All Origins"
2015,A,us,nvss,YLL,crude rate,13164.7164291888,666,"American Indian or Alaska Native, All Origins"
2015,A,us,wonder,Deaths,age-adjusted rate,6411.21157486121,666,"American Indian or Alaska Native, All Origins"
2015,A,us,wonder,YLL,crude rate,13148.1041370417,666,"American Indian or Alaska Native, All Origins"
2015,F,us,nvss,Deaths,age-adjusted rate,2914.06667001481,666,"American Indian or Alaska Native, All Origins"
2015,F,us,nvss,YLL,crude rate,5409.30965238041,666,"American Indian or Alaska Native, All Origins"
2015,F,us,wonder,Deaths,age-adjusted rate,2910.25708647056,666,"American Indian or Alaska Native, All Origins"
2015,F,us,wonder,YLL,crude rate,5401.15264877855,666,"American Indian or Alaska Native, All Origins"
2015,M,us,nvss,Deaths,age-adjusted rate,3504.42754462296,666,"American Indian or Alaska Native, All Origins"
2015,M,us,nvss,YLL,crude rate,7755.40677680836,666,"American Indian or Alaska Native, All Origins"
2015,M,us,wonder,Deaths,age-adjusted rate,3500.95448839064,666,"American Indian or Alaska Native, All Origins"
2015,M,us,wonder,YLL,crude rate,7746.95148826319,666,"American Indian or Alaska Native, All Origins"
2015,A,us,nvss,Deaths,age-adjusted rate,3746.94636001948,666,"Asian or Pacific Islander, All Origins"
2015,A,us,nvss,YLL,crude rate,7645.53334409274,666,"Asian or Pacific Islander, All Origins"
2015,A,us,wonder,Deaths,age-adjusted rate,3731.02047201462,666,"Asian or Pacific Islander, All Origins"
2015,A,us,wonder,YLL,crude rate,7610.96726056776,666,"Asian or Pacific Islander, All Origins"
2015,F,us,nvss,Deaths,age-adjusted rate,1721.29771123425,666,"Asian or Pacific Islander, All Origins"
2015,F,us,nvss,YLL,crude rate,3348.19943552719,666,"Asian or Pacific Islander, All Origins"
2015,F,us,wonder,Deaths,age-adjusted rate,1716.65881956817,666,"Asian or Pacific Islander, All Origins"
2015,F,us,wonder,YLL,crude rate,3338.25273316305,666,"Asian or Pacific Islander, All Origins"
2015,M,us,nvss,Deaths,age-adjusted rate,2025.64864878523,666,"Asian or Pacific Islander, All Origins"
2015,M,us,nvss,YLL,crude rate,4297.33390856556,666,"Asian or Pacific Islander, All Origins"
2015,M,us,wonder,Deaths,age-adjusted rate,2014.36165244645,666,"Asian or Pacific Islander, All Origins"
2015,M,us,wonder,YLL,crude rate,4272.7145274047,666,"Asian or Pacific Islander, All Origins"
2015,A,us,nvss,Deaths,age-adjusted rate,8948.55471769733,666,"Black or African American, All Origins"
2015,A,us,nvss,YLL,crude rate,20166.0570935608,666,"Black or African American, All Origins"
2015,A,us,wonder,Deaths,age-adjusted rate,8929.99551939965,666,"Black or African American, All Origins"
2015,A,us,wonder,YLL,crude rate,20116.4170023701,666,"Black or African American, All Origins"
2015,F,us,nvss,Deaths,age-adjusted rate,4191.9091529112,666,"Black or African American, All Origins"
2015,F,us,nvss,YLL,crude rate,8654.54293912986,666,"Black or African American, All Origins"
2015,F,us,wonder,Deaths,age-adjusted rate,4185.01596171677,666,"Black or African American, All Origins"
2015,F,us,wonder,YLL,crude rate,8637.29076411743,666,"Black or African American, All Origins"
2015,M,us,nvss,Deaths,age-adjusted rate,4756.64556478613,666,"Black or African American, All Origins"
2015,M,us,nvss,YLL,crude rate,11511.5141544309,666,"Black or African American, All Origins"
2015,M,us,wonder,Deaths,age-adjusted rate,4744.97955768289,666,"Black or African American, All Origins"
2015,M,us,wonder,YLL,crude rate,11479.1262382527,666,"Black or African American, All Origins"
2015,A,us,nvss,Deaths,age-adjusted rate,5619.32918076244,666,"White, Hispanic or Latino"
2015,A,us,nvss,YLL,crude rate,9794.35526783555,666,"White, Hispanic or Latino"
2015,A,us,wonder,Deaths,age-adjusted rate,5575.65972989332,666,"White, Hispanic or Latino"
2015,A,us,wonder,YLL,crude rate,9702.54331520361,666,"White, Hispanic or Latino"
2015,F,us,nvss,Deaths,age-adjusted rate,2487.30500089493,666,"White, Hispanic or Latino"
2015,F,us,nvss,YLL,crude rate,3822.46746416705,666,"White, Hispanic or Latino"
2015,F,us,wonder,Deaths,age-adjusted rate,2469.16323590989,666,"White, Hispanic or Latino"
2015,F,us,wonder,YLL,crude rate,3796.24973878932,666,"White, Hispanic or Latino"
2015,M,us,nvss,Deaths,age-adjusted rate,3132.02417986752,666,"White, Hispanic or Latino"
2015,M,us,nvss,YLL,crude rate,5971.88780366849,666,"White, Hispanic or Latino"
2015,M,us,wonder,Deaths,age-adjusted rate,3106.49649398343,666,"White, Hispanic or Latino"
2015,M,us,wonder,YLL,crude rate,5906.2935764143,666,"White, Hispanic or Latino"
2015,A,us,nvss,Deaths,age-adjusted rate,7269.38041229803,666,"White, Not Hispanic or Latino"
2015,A,us,nvss,YLL,crude rate,21342.1290472948,666,"White, Not Hispanic or Latino"
2015,A,us,wonder,Deaths,age-adjusted rate,7259.2670499121,666,"White, Not Hispanic or Latino"
2015,A,us,wonder,YLL,crude rate,21306.5528116891,666,"White, Not Hispanic or Latino"
2015,F,us,nvss,Deaths,age-adjusted rate,3229.22842301083,666,"White, Not Hispanic or Latino"
2015,F,us,nvss,YLL,crude rate,9401.68415268137,666,"White, Not Hispanic or Latino"
2015,F,us,wonder,Deaths,age-adjusted rate,3226.26088701294,666,"White, Not Hispanic or Latino"
2015,F,us,wonder,YLL,crude rate,9390.96256914424,666,"White, Not Hispanic or Latino"
2015,M,us,nvss,Deaths,age-adjusted rate,4040.15198928719,666,"White, Not Hispanic or Latino"
2015,M,us,nvss,YLL,crude rate,11940.4448946135,666,"White, Not Hispanic or Latino"
2015,M,us,wonder,Deaths,age-adjusted rate,4033.00616289914,666,"White, Not Hispanic or Latino"
2015,M,us,wonder,YLL,crude rate,11915.5902425449,666,"White, Not Hispanic or Latino"
2016,A,us,nvss,Deaths,age-adjusted rate,88.174501983047,Less than 9th grade,"All, All Origins"
2016,A,us,nvss,YLL,crude rate,17858.8315624455,Less than 9th grade,"All, All Origins"
2016,F,us,nvss,Deaths,age-adjusted rate,38.3314658624744,Less than 9th grade,"All, All Origins"
2016,F,us,nvss,YLL,crude rate,8032.30669631943,Less than 9th grade,"All, All Origins"
2016,M,us,nvss,Deaths,age-adjusted rate,49.8430361205726,Less than 9th grade,"All, All Origins"
2016,M,us,nvss,YLL,crude rate,9826.5248661261,Less than 9th grade,"All, All Origins"
2016,A,us,nvss,Deaths,age-adjusted rate,122.136324255653,"9th to 12th grade, no diploma","All, All Origins"
2016,A,us,nvss,YLL,crude rate,20043.7584367224,"9th to 12th grade, no diploma","All, All Origins"
2016,F,us,nvss,Deaths,age-adjusted rate,48.4362687721685,"9th to 12th grade, no diploma","All, All Origins"
2016,F,us,nvss,YLL,crude rate,8292.62414337019,"9th to 12th grade, no diploma","All, All Origins"
2016,M,us,nvss,Deaths,age-adjusted rate,73.7000554834848,"9th to 12th grade, no diploma","All, All Origins"
2016,M,us,nvss,YLL,crude rate,11751.1342933522,"9th to 12th grade, no diploma","All, All Origins"
2016,A,us,nvss,Deaths,age-adjusted rate,117.439566537591,"High school graduate, GED, or alternative","All, All Origins"
2016,A,us,nvss,YLL,crude rate,20159.2659144122,"High school graduate, GED, or alternative","All, All Origins"
2016,F,us,nvss,Deaths,age-adjusted rate,50.529572269955,"High school graduate, GED, or alternative","All, All Origins"
2016,F,us,nvss,YLL,crude rate,8998.83716788399,"High school graduate, GED, or alternative","All, All Origins"
2016,M,us,nvss,Deaths,age-adjusted rate,66.9099942676364,"High school graduate, GED, or alternative","All, All Origins"
2016,M,us,nvss,YLL,crude rate,11160.4287465282,"High school graduate, GED, or alternative","All, All Origins"
2016,A,us,nvss,Deaths,age-adjusted rate,51.7879406878671,"Some college, no degree","All, All Origins"
2016,A,us,nvss,YLL,crude rate,8388.85371392748,"Some college, no degree","All, All Origins"
2016,F,us,nvss,Deaths,age-adjusted rate,22.6639187493198,"Some college, no degree","All, All Origins"
2016,F,us,nvss,YLL,crude rate,3606.46758649119,"Some college, no degree","All, All Origins"
2016,M,us,nvss,Deaths,age-adjusted rate,29.1240219385474,"Some college, no degree","All, All Origins"
2016,M,us,nvss,YLL,crude rate,4782.38612743628,"Some college, no degree","All, All Origins"
2016,A,us,nvss,Deaths,age-adjusted rate,72.4641211286826,Associate's degree,"All, All Origins"
2016,A,us,nvss,YLL,crude rate,10939.1851227347,Associate's degree,"All, All Origins"
2016,F,us,nvss,Deaths,age-adjusted rate,37.7596933381988,Associate's degree,"All, All Origins"
2016,F,us,nvss,YLL,crude rate,5502.86188707318,Associate's degree,"All, All Origins"
2016,M,us,nvss,Deaths,age-adjusted rate,34.7044277904838,Associate's degree,"All, All Origins"
2016,M,us,nvss,YLL,crude rate,5436.32323566152,Associate's degree,"All, All Origins"
2016,A,us,nvss,Deaths,age-adjusted rate,47.2410032434111,Bachelor's degree,"All, All Origins"
2016,A,us,nvss,YLL,crude rate,7009.94664405265,Bachelor's degree,"All, All Origins"
2016,F,us,nvss,Deaths,age-adjusted rate,20.5403223284032,Bachelor's degree,"All, All Origins"
2016,F,us,nvss,YLL,crude rate,2953.49257362612,Bachelor's degree,"All, All Origins"
2016,M,us,nvss,Deaths,age-adjusted rate,26.700680915008,Bachelor's degree,"All, All Origins"
2016,M,us,nvss,YLL,crude rate,4056.45407042653,Bachelor's degree,"All, All Origins"
2016,A,us,nvss,Deaths,age-adjusted rate,34.1478753439882,Graduate or professional degree,"All, All Origins"
2016,A,us,nvss,YLL,crude rate,6114.18302374689,Graduate or professional degree,"All, All Origins"
2016,F,us,nvss,Deaths,age-adjusted rate,13.7034259482698,Graduate or professional degree,"All, All Origins"
2016,F,us,nvss,YLL,crude rate,2380.97817694287,Graduate or professional degree,"All, All Origins"
2016,M,us,nvss,Deaths,age-adjusted rate,20.4444493957183,Graduate or professional degree,"All, All Origins"
2016,M,us,nvss,YLL,crude rate,3733.20484680401,Graduate or professional degree,"All, All Origins"
2016,A,us,nvss,Deaths,age-adjusted rate,6385.59334820651,666,"American Indian or Alaska Native, All Origins"
2016,A,us,nvss,YLL,crude rate,13512.7628699535,666,"American Indian or Alaska Native, All Origins"
2016,A,us,wonder,Deaths,age-adjusted rate,6381.85490318338,666,"American Indian or Alaska Native, All Origins"
2016,A,us,wonder,YLL,crude rate,13501.5462433685,666,"American Indian or Alaska Native, All Origins"
2016,F,us,nvss,Deaths,age-adjusted rate,2878.33474589444,666,"American Indian or Alaska Native, All Origins"
2016,F,us,nvss,YLL,crude rate,5480.66426709091,666,"American Indian or Alaska Native, All Origins"
2016,F,us,wonder,Deaths,age-adjusted rate,2877.14089183523,666,"American Indian or Alaska Native, All Origins"
2016,F,us,wonder,YLL,crude rate,5477.1018509977,666,"American Indian or Alaska Native, All Origins"
2016,M,us,nvss,Deaths,age-adjusted rate,3507.25860231207,666,"American Indian or Alaska Native, All Origins"
2016,M,us,nvss,YLL,crude rate,8032.09860286261,666,"American Indian or Alaska Native, All Origins"
2016,M,us,wonder,Deaths,age-adjusted rate,3504.71401134816,666,"American Indian or Alaska Native, All Origins"
2016,M,us,wonder,YLL,crude rate,8024.44439237073,666,"American Indian or Alaska Native, All Origins"
2016,A,us,nvss,Deaths,age-adjusted rate,3682.84076742209,666,"Asian or Pacific Islander, All Origins"
2016,A,us,nvss,YLL,crude rate,7805.24026402129,666,"Asian or Pacific Islander, All Origins"
2016,A,us,wonder,Deaths,age-adjusted rate,3669.90719932464,666,"Asian or Pacific Islander, All Origins"
2016,A,us,wonder,YLL,crude rate,7777.90098187345,666,"Asian or Pacific Islander, All Origins"
2016,F,us,nvss,Deaths,age-adjusted rate,1677.09160038633,666,"Asian or Pacific Islander, All Origins"
2016,F,us,nvss,YLL,crude rate,3396.65879351252,666,"Asian or Pacific Islander, All Origins"
2016,F,us,wonder,Deaths,age-adjusted rate,1675.21356071012,666,"Asian or Pacific Islander, All Origins"
2016,F,us,wonder,YLL,crude rate,3392.88419392809,666,"Asian or Pacific Islander, All Origins"
2016,M,us,nvss,Deaths,age-adjusted rate,2005.74916703576,666,"Asian or Pacific Islander, All Origins"
2016,M,us,nvss,YLL,crude rate,4408.58147050877,666,"Asian or Pacific Islander, All Origins"
2016,M,us,wonder,Deaths,age-adjusted rate,1994.69363861451,666,"Asian or Pacific Islander, All Origins"
2016,M,us,wonder,YLL,crude rate,4385.01678794536,666,"Asian or Pacific Islander, All Origins"
2016,A,us,nvss,Deaths,age-adjusted rate,9019.83601454799,666,"Black or African American, All Origins"
2016,A,us,nvss,YLL,crude rate,20790.455682174,666,"Black or African American, All Origins"
2016,A,us,wonder,Deaths,age-adjusted rate,9001.35112486352,666,"Black or African American, All Origins"
2016,A,us,wonder,YLL,crude rate,20738.192571286,666,"Black or African American, All Origins"
2016,F,us,nvss,Deaths,age-adjusted rate,4209.3732187668,666,"Black or African American, All Origins"
2016,F,us,nvss,YLL,crude rate,8889.9287874211,666,"Black or African American, All Origins"
2016,F,us,wonder,Deaths,age-adjusted rate,4202.83051135109,666,"Black or African American, All Origins"
2016,F,us,wonder,YLL,crude rate,8872.41321161748,666,"Black or African American, All Origins"
2016,M,us,nvss,Deaths,age-adjusted rate,4810.46279578121,666,"Black or African American, All Origins"
2016,M,us,nvss,YLL,crude rate,11900.5268947529,666,"Black or African American, All Origins"
2016,M,us,wonder,Deaths,age-adjusted rate,4798.52061351244,666,"Black or African American, All Origins"
2016,M,us,wonder,YLL,crude rate,11865.7793596686,666,"Black or African American, All Origins"
2016,A,us,nvss,Deaths,age-adjusted rate,5587.19691117526,666,"White, Hispanic or Latino"
2016,A,us,nvss,YLL,crude rate,10116.7643393763,666,"White, Hispanic or Latino"
2016,A,us,wonder,Deaths,age-adjusted rate,5542.31894535679,666,"White, Hispanic or Latino"
2016,A,us,wonder,YLL,crude rate,10013.8865769658,666,"White, Hispanic or Latino"
2016,F,us,nvss,Deaths,age-adjusted rate,2463.23525071196,666,"White, Hispanic or Latino"
2016,F,us,nvss,YLL,crude rate,3912.13819926672,666,"White, Hispanic or Latino"
2016,F,us,wonder,Deaths,age-adjusted rate,2445.9975189366,666,"White, Hispanic or Latino"
2016,F,us,wonder,YLL,crude rate,3883.14192476586,666,"White, Hispanic or Latino"
2016,M,us,nvss,Deaths,age-adjusted rate,3123.9616604633,666,"White, Hispanic or Latino"
2016,M,us,nvss,YLL,crude rate,6204.62614010959,666,"White, Hispanic or Latino"
2016,M,us,wonder,Deaths,age-adjusted rate,3096.32142642019,666,"White, Hispanic or Latino"
2016,M,us,wonder,YLL,crude rate,6130.74465219994,666,"White, Hispanic or Latino"
2016,A,us,nvss,Deaths,age-adjusted rate,7246.68346496348,666,"White, Not Hispanic or Latino"
2016,A,us,nvss,YLL,crude rate,21661.0156019677,666,"White, Not Hispanic or Latino"
2016,A,us,wonder,Deaths,age-adjusted rate,7236.04988652939,666,"White, Not Hispanic or Latino"
2016,A,us,wonder,YLL,crude rate,21623.1478437211,666,"White, Not Hispanic or Latino"
2016,F,us,nvss,Deaths,age-adjusted rate,3196.80613923517,666,"White, Not Hispanic or Latino"
2016,F,us,nvss,YLL,crude rate,9456.89131582841,666,"White, Not Hispanic or Latino"
2016,F,us,wonder,Deaths,age-adjusted rate,3193.85866538368,666,"White, Not Hispanic or Latino"
2016,F,us,wonder,YLL,crude rate,9446.30201895491,666,"White, Not Hispanic or Latino"
2016,M,us,nvss,Deaths,age-adjusted rate,4049.8773257283,666,"White, Not Hispanic or Latino"
2016,M,us,nvss,YLL,crude rate,12204.1242861393,666,"White, Not Hispanic or Latino"
2016,M,us,wonder,Deaths,age-adjusted rate,4042.1912211457,666,"White, Not Hispanic or Latino"
2016,M,us,wonder,YLL,crude rate,12176.8458247662,666,"White, Not Hispanic or Latino"
