Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,label_cause,lower,mean,upper,method,attr
2008,us,White,Hispanic or Latino,A,666,nvss,YLL,absolute number,,455301.955928368,455301.955928368,455301.955928368,burnett,attributable
2008,us,White,Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,,15987.8957409035,15987.8957409035,15987.8957409035,burnett,attributable
2008,us,White,Hispanic or Latino,A,666,nvss,YLL,crude rate,,1054.36482683775,1054.36482683775,1054.36482683775,burnett,attributable
2008,us,White,Hispanic or Latino,F,666,nvss,Deaths,absolute number,,6617.89821302528,6617.89821302528,6617.89821302528,burnett,attributable
2008,us,White,Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,,512.308493490032,512.308493490032,512.308493490032,burnett,attributable
2008,us,White,Hispanic or Latino,F,666,nvss,Deaths,crude rate,,31.2589217207752,31.2589217207752,31.2589217207752,burnett,attributable
2008,us,White,Hispanic or Latino,F,666,nvss,YLL,absolute number,,174442.591852278,174442.591852278,174442.591852278,burnett,attributable
2008,us,White,Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,,11837.3397029949,11837.3397029949,11837.3397029949,burnett,attributable
2008,us,White,Hispanic or Latino,F,666,nvss,YLL,crude rate,,823.960591105374,823.960591105374,823.960591105374,burnett,attributable
2008,us,White,Hispanic or Latino,M,666,nvss,Deaths,absolute number,,8165.83421142733,8165.83421142733,8165.83421142733,burnett,attributable
2008,us,White,Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,,816.055957365687,816.055957365687,816.055957365687,burnett,attributable
2008,us,White,Hispanic or Latino,M,666,nvss,Deaths,crude rate,,37.0982855184331,37.0982855184331,37.0982855184331,burnett,attributable
2008,us,White,Hispanic or Latino,M,666,nvss,YLL,absolute number,,280837.884044599,280837.884044599,280837.884044599,burnett,attributable
2008,us,White,Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,,20601.0793894596,20601.0793894596,20601.0793894596,burnett,attributable
2008,us,White,Hispanic or Latino,M,666,nvss,YLL,crude rate,,1275.87748378473,1275.87748378473,1275.87748378473,burnett,attributable
2008,us,White,Not Hispanic or Latino,A,666,nvss,Deaths,absolute number,,201509.453785555,201509.453785555,201509.453785555,burnett,attributable
2008,us,White,Not Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,,764.782000262131,764.782000262131,764.782000262131,burnett,attributable
2008,us,White,Not Hispanic or Latino,A,666,nvss,Deaths,crude rate,,100.863762132599,100.863762132599,100.863762132599,burnett,attributable
2008,us,White,Not Hispanic or Latino,A,666,nvss,YLL,absolute number,,4132954.75511763,4132954.75511763,4132954.75511763,burnett,attributable
2008,us,White,Not Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,,18736.2619306172,18736.2619306172,18736.2619306172,burnett,attributable
2008,us,White,Not Hispanic or Latino,A,666,nvss,YLL,crude rate,,2068.71368808634,2068.71368808634,2068.71368808634,burnett,attributable
2008,us,White,Not Hispanic or Latino,F,666,nvss,Deaths,absolute number,,103081.667404163,103081.667404163,103081.667404163,burnett,attributable
2008,us,White,Not Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,,625.211544188572,625.211544188572,625.211544188572,burnett,attributable
2008,us,White,Not Hispanic or Latino,F,666,nvss,Deaths,crude rate,,101.431704243478,101.431704243478,101.431704243478,burnett,attributable
2008,us,White,Not Hispanic or Latino,F,666,nvss,YLL,absolute number,,1844114.2548677,1844114.2548677,1844114.2548677,burnett,attributable
2008,us,White,Not Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,,14696.299177795,14696.299177795,14696.299177795,burnett,attributable
2008,us,White,Not Hispanic or Latino,F,666,nvss,YLL,crude rate,,1814.59668242975,1814.59668242975,1814.59668242975,burnett,attributable
2008,us,White,Not Hispanic or Latino,M,666,nvss,Deaths,absolute number,,98429.1125444721,98429.1125444721,98429.1125444721,burnett,attributable
2008,us,White,Not Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,,930.329424415615,930.329424415615,930.329424415615,burnett,attributable
2008,us,White,Not Hispanic or Latino,M,666,nvss,Deaths,crude rate,,100.277096084481,100.277096084481,100.277096084481,burnett,attributable
2008,us,White,Not Hispanic or Latino,M,666,nvss,YLL,absolute number,,2287863.41773364,2287863.41773364,2287863.41773364,burnett,attributable
2008,us,White,Not Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,,23191.6502123774,23191.6502123774,23191.6502123774,burnett,attributable
2008,us,White,Not Hispanic or Latino,M,666,nvss,YLL,crude rate,,2330.81751767892,2330.81751767892,2330.81751767892,burnett,attributable
