variable.x,coeff,variable.y
WHAA40044,1,PCT012A044
WHAA40044,1,PCT012A148
WHAA40044,1,PCT012A149
WHAA40044,1,PCT012A147
WHAA40044,1,PCT012A151
WHAA40044,1,PCT012A150
WHAA40044,-1,PCT012I047
WHAA40044,-1,PCT012I045
WHAA40044,-1,PCT012I046
WHAA40044,-1,PCT012I043
WHAA40044,-1,PCT012I044
WHAA40044,-1,PCT012I147
WHAA40044,-1,PCT012I148
WHAA40044,-1,PCT012I149
WHAA40044,-1,PCT012I150
WHAA40044,-1,PCT012I151
IAAA40044,1,PCT012C046
IAAA40044,1,PCT012C045
IAAA40044,1,PCT012C044
IAAA40044,1,PCT012C043
IAAA40044,1,PCT012C047
IAAA40044,1,PCT012C149
IAAA40044,1,PCT012C148
IAAA40044,1,PCT012C147
IAAA40044,1,PCT012C151
IAAA40044,1,PCT012C150
AAAA40044,1,PCT012D047
AAAA40044,1,PCT012D046
AAAA40044,1,PCT012D045
AAAA40044,1,PCT012D044
AAAA40044,1,PCT012D043
AAAA40044,1,PCT012E043
AAAA40044,1,PCT012E044
AAAA40044,1,PCT012E045
AAAA40044,1,PCT012E046
AAAA40044,1,PCT012E047
AAAA40044,1,PCT012D149
AAAA40044,1,PCT012D148
AAAA40044,1,PCT012D147
AAAA40044,1,PCT012D151
AAAA40044,1,PCT012D150
AAAA40044,1,PCT012E147
AAAA40044,1,PCT012E148
AAAA40044,1,PCT012E149
AAAA40044,1,PCT012E151
AAAA40044,1,PCT012E150
BAAA40044,1,PCT012B047
BAAA40044,1,PCT012B046
BAAA40044,1,PCT012B045
BAAA40044,1,PCT012B044
BAAA40044,1,PCT012B043
BAAA40044,1,PCT012B149
BAAA40044,1,PCT012B148
BAAA40044,1,PCT012B147
BAAA40044,1,PCT012B151
BAAA40044,1,PCT012B150
WNAA45049,1,PCT012I050
WNAA45049,1,PCT012I051
WNAA45049,1,PCT012I052
WNAA45049,1,PCT012I048
WNAA45049,1,PCT012I049
WNAA45049,1,PCT012I155
WNAA45049,1,PCT012I156
WNAA45049,1,PCT012I153
WNAA45049,1,PCT012I154
WNAA45049,1,PCT012I152
WHAA45049,1,PCT012A049
WHAA45049,1,PCT012A048
WHAA45049,1,PCT012A052
WHAA45049,1,PCT012A050
WHAA45049,1,PCT012A051
WHAA45049,1,PCT012A155
WHAA45049,1,PCT012A156
WHAA45049,1,PCT012A153
WHAA45049,1,PCT012A154
WHAA45049,1,PCT012A152
WHAA45049,-1,PCT012I050
WHAA45049,-1,PCT012I051
WHAA45049,-1,PCT012I052
WHAA45049,-1,PCT012I048
WHAA45049,-1,PCT012I049
WHAA45049,-1,PCT012I155
WHAA45049,-1,PCT012I156
WHAA45049,-1,PCT012I153
WHAA45049,-1,PCT012I154
WHAA45049,-1,PCT012I152
IAAA45049,1,PCT012C049
IAAA45049,1,PCT012C048
IAAA45049,1,PCT012C052
IAAA45049,1,PCT012C051
IAAA45049,1,PCT012C050
IAAA45049,1,PCT012C156
IAAA45049,1,PCT012C155
IAAA45049,1,PCT012C154
IAAA45049,1,PCT012C153
IAAA45049,1,PCT012C152
AAAA45049,1,PCT012D049
AAAA45049,1,PCT012D048
AAAA45049,1,PCT012D050
AAAA45049,1,PCT012D052
AAAA45049,1,PCT012D051
AAAA45049,1,PCT012E049
AAAA45049,1,PCT012E052
AAAA45049,1,PCT012E050
AAAA45049,1,PCT012E051
AAAA45049,1,PCT012E048
AAAA45049,1,PCT012D156
AAAA45049,1,PCT012D155
AAAA45049,1,PCT012D154
AAAA45049,1,PCT012D153
AAAA45049,1,PCT012D152
AAAA45049,1,PCT012E152
AAAA45049,1,PCT012E153
AAAA45049,1,PCT012E154
AAAA45049,1,PCT012E155
AAAA45049,1,PCT012E156
BAAA45049,1,PCT012B049
BAAA45049,1,PCT012B048
BAAA45049,1,PCT012B052
BAAA45049,1,PCT012B051
BAAA45049,1,PCT012B050
BAAA45049,1,PCT012B155
BAAA45049,1,PCT012B154
BAAA45049,1,PCT012B153
BAAA45049,1,PCT012B152
BAAA45049,1,PCT012B156
WNAA50054,1,PCT012I056
WNAA50054,1,PCT012I057
WNAA50054,1,PCT012I054
WNAA50054,1,PCT012I055
WNAA50054,1,PCT012I053
WNAA50054,1,PCT012I160
WNAA50054,1,PCT012I161
WNAA50054,1,PCT012I157
WNAA50054,1,PCT012I158
WNAA50054,1,PCT012I159
WHAA50054,1,PCT012A056
WHAA50054,1,PCT012A057
WHAA50054,1,PCT012A054
WHAA50054,1,PCT012A055
WHAA50054,1,PCT012A053
WHAA50054,1,PCT012A159
WHAA50054,1,PCT012A157
WHAA50054,1,PCT012A158
WHAA50054,1,PCT012A160
WHAA50054,1,PCT012A161
WHAA50054,-1,PCT012I056
WHAA50054,-1,PCT012I057
WHAA50054,-1,PCT012I054
WHAA50054,-1,PCT012I055
WHAA50054,-1,PCT012I053
WHAA50054,-1,PCT012I160
WHAA50054,-1,PCT012I161
WHAA50054,-1,PCT012I157
WHAA50054,-1,PCT012I158
WHAA50054,-1,PCT012I159
IAAA50054,1,PCT012C057
IAAA50054,1,PCT012C056
IAAA50054,1,PCT012C055
IAAA50054,1,PCT012C054
IAAA50054,1,PCT012C053
IAAA50054,1,PCT012C159
IAAA50054,1,PCT012C158
IAAA50054,1,PCT012C157
IAAA50054,1,PCT012C161
IAAA50054,1,PCT012C160
AAAA50054,1,PCT012D057
AAAA50054,1,PCT012D056
AAAA50054,1,PCT012D055
AAAA50054,1,PCT012D054
AAAA50054,1,PCT012D053
AAAA50054,1,PCT012E053
AAAA50054,1,PCT012E054
AAAA50054,1,PCT012E055
AAAA50054,1,PCT012E056
AAAA50054,1,PCT012E057
AAAA50054,1,PCT012D159
AAAA50054,1,PCT012D158
AAAA50054,1,PCT012D160
AAAA50054,1,PCT012D161
AAAA50054,1,PCT012D157
AAAA50054,1,PCT012E159
AAAA50054,1,PCT012E160
AAAA50054,1,PCT012E161
AAAA50054,1,PCT012E157
AAAA50054,1,PCT012E158
BAAA50054,1,PCT012B057
BAAA50054,1,PCT012B056
BAAA50054,1,PCT012B055
BAAA50054,1,PCT012B054
BAAA50054,1,PCT012B053
BAAA50054,1,PCT012B159
BAAA50054,1,PCT012B158
BAAA50054,1,PCT012B157
BAAA50054,1,PCT012B161
BAAA50054,1,PCT012B160
WNAA55059,1,PCT012I061
WNAA55059,1,PCT012I062
WNAA55059,1,PCT012I060
WNAA55059,1,PCT012I058
WNAA55059,1,PCT012I059
WNAA55059,1,PCT012I166
WNAA55059,1,PCT012I164
WNAA55059,1,PCT012I165
WNAA55059,1,PCT012I162
WNAA55059,1,PCT012I163
WHAA55059,1,PCT012A058
WHAA55059,1,PCT012A059
WHAA55059,1,PCT012A061
WHAA55059,1,PCT012A062
WHAA55059,1,PCT012A060
WHAA55059,1,PCT012A166
WHAA55059,1,PCT012A164
WHAA55059,1,PCT012A165
WHAA55059,1,PCT012A162
WHAA55059,1,PCT012A163
WHAA55059,-1,PCT012I061
WHAA55059,-1,PCT012I062
WHAA55059,-1,PCT012I060
WHAA55059,-1,PCT012I058
WHAA55059,-1,PCT012I059
WHAA55059,-1,PCT012I166
WHAA55059,-1,PCT012I164
WHAA55059,-1,PCT012I165
WHAA55059,-1,PCT012I162
WHAA55059,-1,PCT012I163
IAAA55059,1,PCT012C059
IAAA55059,1,PCT012C058
IAAA55059,1,PCT012C060
IAAA55059,1,PCT012C062
IAAA55059,1,PCT012C061
IAAA55059,1,PCT012C166
IAAA55059,1,PCT012C165
IAAA55059,1,PCT012C164
IAAA55059,1,PCT012C163
IAAA55059,1,PCT012C162
AAAA55059,1,PCT012D058
AAAA55059,1,PCT012D059
AAAA55059,1,PCT012D061
AAAA55059,1,PCT012D060
AAAA55059,1,PCT012D062
AAAA55059,1,PCT012E060
AAAA55059,1,PCT012E061
AAAA55059,1,PCT012E062
AAAA55059,1,PCT012E058
AAAA55059,1,PCT012E059
AAAA55059,1,PCT012D166
AAAA55059,1,PCT012D165
AAAA55059,1,PCT012D164
AAAA55059,1,PCT012D163
AAAA55059,1,PCT012D162
AAAA55059,1,PCT012E162
AAAA55059,1,PCT012E163
AAAA55059,1,PCT012E164
AAAA55059,1,PCT012E165
AAAA55059,1,PCT012E166
BAAA55059,1,PCT012B059
BAAA55059,1,PCT012B058
BAAA55059,1,PCT012B062
BAAA55059,1,PCT012B061
BAAA55059,1,PCT012B060
BAAA55059,1,PCT012B166
BAAA55059,1,PCT012B165
BAAA55059,1,PCT012B164
BAAA55059,1,PCT012B163
BAAA55059,1,PCT012B162
WNAA60064,1,PCT012I067
WNAA60064,1,PCT012I065
WNAA60064,1,PCT012I066
WNAA60064,1,PCT012I063
WNAA60064,1,PCT012I064
WNAA60064,1,PCT012I171
WNAA60064,1,PCT012I170
WNAA60064,1,PCT012I168
WNAA60064,1,PCT012I169
WNAA60064,1,PCT012I167
WHAA60064,1,PCT012A065
WHAA60064,1,PCT012A066
WHAA60064,1,PCT012A063
WHAA60064,1,PCT012A064
WHAA60064,1,PCT012A067
WHAA60064,1,PCT012A168
WHAA60064,1,PCT012A169
WHAA60064,1,PCT012A167
WHAA60064,1,PCT012A171
WHAA60064,1,PCT012A170
WHAA60064,-1,PCT012I067
WHAA60064,-1,PCT012I065
WHAA60064,-1,PCT012I066
WHAA60064,-1,PCT012I063
WHAA60064,-1,PCT012I064
