Year,STATEFP,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,method,attr,min_age,max_age
2001,17,White,Not Hispanic or Latino,M,666,nvss,YLL,absolute number,71296.8997682303,93734.8708768239,115376.250552094,burnett,attributable,25,150
2001,17,White,Not Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,194.771030455994,256.067759603675,315.188336144087,burnett,attributable,25,150
2001,17,White,Not Hispanic or Latino,M,666,nvss,YLL,crude rate,2570.39325367641,3379.32617714435,4159.54041504802,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,2.45599223803767,3.22802862716105,3.97222133410039,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,13.8865814460532,18.2518013481506,22.4595885212603,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,20.5746187319902,27.0422101630314,33.2765463190114,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,63.7491962421207,83.788632244414,103.105341060455,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,105.107315858728,138.147596422016,169.996271143615,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,534.047049025054,701.923701469498,863.745841169935,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,absolute number,1.53733129078459,2.02053059373627,2.48627540283277,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,age-adjusted rate,10.5963548433813,13.9268999931762,17.137136650189,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,crude rate,26.3331841518429,34.609979337723,42.5877938135109,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,absolute number,40.3918416602107,53.0874199341608,65.3243988442108,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,age-adjusted rate,78.0226145776353,102.545938342899,126.183411898209,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,crude rate,691.878068862807,909.342581948627,1118.95167598854,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,absolute number,0.919709649794796,1.20885044606872,1.48757862461745,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,age-adjusted rate,23.7722909674546,31.2458878152411,38.4503434418266,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,crude rate,15.0796794522839,19.8204696846815,24.3905332778727,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,absolute number,23.3859978959053,30.7381508876578,37.8255361276893,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,age-adjusted rate,186.456103918449,245.074675952724,301.582259879975,burnett,attributable,25,150
2001,18,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,crude rate,383.439873682658,503.986733688438,620.192427081312,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,6.44432276422662,8.46787820155702,10.417385190943,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,8.48405622432805,11.1481000240362,13.7146578320165,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,14.9253601783973,19.6120114912037,24.1271630519558,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,153.086126517241,201.156075063804,247.466988489816,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,73.8293223949413,97.0121659973803,119.346674260925,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,354.55480120722,465.887104393088,573.145397989245,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,absolute number,3.31765359998225,4.35961638466198,5.36354683238684,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,age-adjusted rate,10.9008555486936,14.3244455832196,17.6230722968832,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,crude rate,14.5741240554483,19.1513634891143,23.5615306290056,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,absolute number,76.7153964543388,100.809107780259,124.023382564765,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,age-adjusted rate,91.3503862542742,120.040452885577,147.683312939617,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,crude rate,337.003147313033,442.844437621944,544.822450205436,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,absolute number,3.12709360626536,4.10880949119062,5.05449990979603,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,age-adjusted rate,4.49043764984798,5.90016007142494,7.25815071561222,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,crude rate,15.3191280373554,20.1283960769638,24.7611811580661,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,absolute number,76.3921301933871,100.374580716732,123.476960970396,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,age-adjusted rate,44.8602859868627,58.9436684821471,72.5102411452344,burnett,attributable,25,150
2001,18,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,crude rate,374.232744787082,491.718908130759,604.893748936441,burnett,attributable,25,150
2001,18,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,393.304987131238,516.352411392369,634.679744391521,burnett,attributable,25,150
2001,18,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,21.9732151000742,28.8476448918779,35.4583720000518,burnett,attributable,25,150
2001,18,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,131.195248320882,172.240335236592,211.710935264329,burnett,attributable,25,150
2001,18,Black or African American,All Origins,A,666,nvss,YLL,absolute number,9411.44997943258,12355.8689835711,15187.3402645329,burnett,attributable,25,150
2001,18,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,184.948109580017,242.810046881597,298.452403998559,burnett,attributable,25,150
2001,18,Black or African American,All Origins,A,666,nvss,YLL,crude rate,3139.38942426684,4121.56304282758,5066.06054469954,burnett,attributable,25,150
2001,18,Black or African American,All Origins,F,666,nvss,Deaths,absolute number,196.04469994723,257.361928279374,316.31914196554,burnett,attributable,25,150
2001,18,Black or African American,All Origins,F,666,nvss,Deaths,age-adjusted rate,21.0027995147854,27.5718802081629,33.8881261425555,burnett,attributable,25,150
2001,18,Black or African American,All Origins,F,666,nvss,Deaths,crude rate,120.992840799377,158.83597375756,195.222577279232,burnett,attributable,25,150
2001,18,Black or African American,All Origins,F,666,nvss,YLL,absolute number,4335.28971363886,5691.24552029286,6995.01247806954,burnett,attributable,25,150
2001,18,Black or African American,All Origins,F,666,nvss,YLL,age-adjusted rate,172.450853617545,226.388595215183,278.250348324694,burnett,attributable,25,150
2001,18,Black or African American,All Origins,F,666,nvss,YLL,crude rate,2675.60927830578,3512.46406239144,4317.10947236286,burnett,attributable,25,150
2001,18,Black or African American,All Origins,M,666,nvss,Deaths,absolute number,197.124306996729,258.815138704721,318.148938925976,burnett,attributable,25,150
2001,18,Black or African American,All Origins,M,666,nvss,Deaths,age-adjusted rate,24.5505576522747,32.2337517927565,39.6233929042642,burnett,attributable,25,150
2001,18,Black or African American,All Origins,M,666,nvss,Deaths,crude rate,143.096712300538,187.879394512559,230.951057613444,burnett,attributable,25,150
2001,18,Black or African American,All Origins,M,666,nvss,YLL,absolute number,5070.14214223236,6656.86318337337,8182.96011958517,burnett,attributable,25,150
2001,18,Black or African American,All Origins,M,666,nvss,YLL,age-adjusted rate,217.66056263579,285.778296788454,351.293445763422,burnett,attributable,25,150
2001,18,Black or African American,All Origins,M,666,nvss,YLL,crude rate,3680.52363761459,4832.35807033695,5940.18418042421,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,A,666,nvss,Deaths,absolute number,29.3765462115389,38.592925120987,47.4682226743954,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,11.0213547911768,14.4791125929108,17.8089050916272,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,A,666,nvss,Deaths,crude rate,27.8247593808679,36.5542922426163,44.9607610316597,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,A,666,nvss,YLL,absolute number,759.537582931347,997.829249686645,1227.30217693173,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,90.2464147132129,118.559653009737,145.82507005163,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,A,666,nvss,YLL,crude rate,719.415765679407,945.119912184136,1162.47116032065,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,F,666,nvss,Deaths,absolute number,11.7394352422049,15.4227608695146,18.9699091715736,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,9.98145642005318,13.1132045383683,16.1291678672666,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,F,666,nvss,Deaths,crude rate,25.0110472382234,32.858429106067,40.415683089191,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,F,666,nvss,YLL,absolute number,276.160845986776,362.808142070126,446.25197524665,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,81.3498846780335,106.87395025966,131.454358035237,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,F,666,nvss,YLL,crude rate,588.364927427779,772.968323646858,950.746692900377,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,M,666,nvss,Deaths,absolute number,17.6407002265664,23.1747888717398,28.503891574276,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,12.6410424342898,16.6066814679041,20.4254308675452,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,M,666,nvss,Deaths,crude rate,30.0830494996016,39.520444869952,48.6082734895567,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,M,666,nvss,YLL,absolute number,483.518563395021,635.203845557758,781.270614440002,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,104.105784585103,136.76495530791,168.214410876948,burnett,attributable,25,150
2001,18,White,Hispanic or Latino,M,666,nvss,YLL,crude rate,824.554166771864,1083.22620320218,1332.31687319236,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,A,666,nvss,Deaths,absolute number,4542.18215917377,5971.62246400877,7350.28509412197,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,21.1293975817547,27.7788914729767,34.1921769428109,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,A,666,nvss,Deaths,crude rate,131.300317026782,172.620977145317,212.473813087011,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,A,666,nvss,YLL,absolute number,86403.7629475108,113595.323505497,139820.964596598,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,177.38046063356,233.202699996574,287.041978963809,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,A,666,nvss,YLL,crude rate,2497.66325298119,3283.68644549138,4041.78791936941,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,F,666,nvss,Deaths,absolute number,2413.70884680094,3173.25957893576,3905.80401655654,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,20.2855288841303,26.6690197248357,32.8255416135301,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,F,666,nvss,Deaths,crude rate,133.772173406106,175.867868744233,216.466825684282,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,F,666,nvss,YLL,absolute number,41313.2549385478,54313.7927113765,66852.088349375,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,167.334553411896,219.991725681829,270.776639730641,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,F,666,nvss,YLL,crude rate,2289.65639784386,3010.17005698897,3705.06540881501,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,M,666,nvss,Deaths,absolute number,2128.55261179263,2798.46527936034,3444.60484858401,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,23.3567373527754,30.7077298248377,37.7978586419416,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,M,666,nvss,Deaths,crude rate,128.610264748283,169.087368793905,208.128067436638,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,M,666,nvss,YLL,absolute number,45083.2303670332,59272.1336388735,72957.5172592641,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,203.793426656732,267.932690740695,329.795853615349,burnett,attributable,25,150
2001,18,White,Not Hispanic or Latino,M,666,nvss,YLL,crude rate,2723.99477517676,3581.30908170091,4408.19999379255,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,2.32475634929179,3.06614975396061,3.78597242298125,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,4.29209870560255,5.66090179479111,6.98987975280724,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,42.9317885372444,56.6232641543973,69.9163882360341,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,70.4728394333336,92.9474950591051,114.768253776387,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,32.6960272473077,43.1231926435484,53.2469811458137,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,1301.43747799324,1716.48190321524,2119.45066992404,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,absolute number,1.16075666712368,1.53096550359739,1.89041743541394,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,age-adjusted rate,5.14333351793927,6.78373548262569,8.37647341070609,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,crude rate,41.0741920425931,54.1742924132128,66.8937521377899,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,absolute number,32.9614000295102,43.4740267488616,53.6811952722564,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,age-adjusted rate,39.1804998857606,51.6766308027673,63.8096702005708,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,F,666,nvss,YLL,crude rate,1166.362350655,1538.35904985356,1899.54689569202,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,absolute number,1.16412368311194,1.53534555969222,1.89575142862825,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,M,666,nvss,Deaths,crude rate,44.9642210549223,59.3026481148017,73.2233074016319,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,absolute number,37.521654962434,49.4867574421961,61.1032418903987,burnett,attributable,25,150
2001,19,American Indian or Alaska Native,All Origins,M,666,nvss,YLL,crude rate,1449.27211133388,1911.4236169253,2360.10976787944,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,absolute number,5.18048059362373,6.83035525231053,8.43113570718694,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,age-adjusted rate,8.06374777887232,10.6318826987827,13.1235993656417,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,A,666,nvss,Deaths,crude rate,22.4001409332111,29.5341170593269,36.4558122851513,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,absolute number,126.474068994213,166.753413283503,205.834192380296,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,age-adjusted rate,68.7143566730334,90.5984413084131,111.831336045435,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,A,666,nvss,YLL,crude rate,546.867596290972,721.0334815735,890.016830459184,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,absolute number,2.87929646892199,3.7964587757665,4.68641054303232,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,age-adjusted rate,6.56672782764039,8.65847326192476,10.6881604089209,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,F,666,nvss,Deaths,crude rate,24.1937355593815,31.9003342220528,39.3782921017757,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,absolute number,67.4764119982821,88.9701422736869,109.82619261612,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,age-adjusted rate,60.4097095129774,79.652433953046,98.3242617142274,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,F,666,nvss,YLL,crude rate,566.981026790035,747.585432095512,922.831632771367,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,absolute number,2.29983016293414,3.03213887276649,3.7425893023655,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,age-adjusted rate,10.4289648561955,13.7497412864793,16.9713976860563,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,M,666,nvss,Deaths,crude rate,20.4866396128108,27.009966798205,33.3385827753919,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,absolute number,58.9810277415641,77.7616842553067,95.9817672738392,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,age-adjusted rate,81.7987697378776,107.845019803663,133.113829665172,burnett,attributable,25,150
2001,19,Asian or Pacific Islander,All Origins,M,666,nvss,YLL,crude rate,525.396648330341,692.692715618268,854.995254532684,burnett,attributable,25,150
2001,19,Black or African American,All Origins,A,666,nvss,Deaths,absolute number,30.0529491417516,39.5999481514018,48.8511145201091,burnett,attributable,25,150
2001,19,Black or African American,All Origins,A,666,nvss,Deaths,age-adjusted rate,16.2067124857783,21.3551412579967,26.3440357850715,burnett,attributable,25,150
2001,19,Black or African American,All Origins,A,666,nvss,Deaths,crude rate,88.6569978811482,116.820898434721,144.112084843085,burnett,attributable,25,150
2001,19,Black or African American,All Origins,A,666,nvss,YLL,absolute number,739.583362869035,974.528745419031,1202.19388074926,burnett,attributable,25,150
2001,19,Black or African American,All Origins,A,666,nvss,YLL,age-adjusted rate,137.41613119517,181.069473242978,223.370130174663,burnett,attributable,25,150
2001,19,Black or African American,All Origins,A,666,nvss,YLL,crude rate,2181.79055657866,2874.8856729572,3546.50386674513,burnett,attributable,25,150
2001,19,Black or African American,All Origins,F,666,nvss,Deaths,absolute number,14.5761880483279,19.2050666729104,23.6897436467565,burnett,attributable,25,150
2001,19,Black or African American,All Origins,F,666,nvss,Deaths,age-adjusted rate,17.7701660602306,23.4133384423899,28.880711275912,burnett,attributable,25,150
2001,19,Black or African American,All Origins,F,666,nvss,Deaths,crude rate,89.5948616898878,118.047001493087,145.612782880057,burnett,attributable,25,150
2001,19,Black or African American,All Origins,F,666,nvss,YLL,absolute number,323.409248710121,426.112517451108,525.616311310678,burnett,attributable,25,150
2001,19,Black or African American,All Origins,F,666,nvss,YLL,age-adjusted rate,147.735578586712,194.65114111534,240.10516141948,burnett,attributable,25,150
2001,19,Black or African American,All Origins,F,666,nvss,YLL,crude rate,1987.88646327445,2619.16846426399,3230.78438324837,burnett,attributable,25,150
2001,19,Black or African American,All Origins,M,666,nvss,Deaths,absolute number,15.477609867062,20.3959831633554,25.1627095041748,burnett,attributable,25,150
2001,19,Black or African American,All Origins,M,666,nvss,Deaths,age-adjusted rate,12.6069054562002,16.6130451429631,20.4956645415936,burnett,attributable,25,150
2001,19,Black or African American,All Origins,M,666,nvss,Deaths,crude rate,87.7963007944977,115.695633123577,142.734752420301,burnett,attributable,25,150
2001,19,Black or African American,All Origins,M,666,nvss,YLL,absolute number,415.822354169098,547.959653165081,676.022796359917,burnett,attributable,25,150
2001,19,Black or African American,All Origins,M,666,nvss,YLL,age-adjusted rate,113.902122110007,150.097191024956,185.176266567003,burnett,attributable,25,150
2001,19,Black or African American,All Origins,M,666,nvss,YLL,crude rate,2358.74045135344,3108.28551344422,3834.72004288342,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,A,666,nvss,Deaths,absolute number,11.4755422634903,15.1330957714775,18.6831979250042,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,12.2882634686026,16.2048523429822,20.0063799397898,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,A,666,nvss,Deaths,crude rate,29.7440249435999,39.2242185829229,48.4259037479698,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,A,666,nvss,YLL,absolute number,291.611421106519,384.555558450742,474.769189344414,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,99.3581903462226,131.02622740311,161.763923053526,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,A,666,nvss,YLL,crude rate,755.842049471291,996.748550972609,1230.57771790367,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,F,666,nvss,Deaths,absolute number,5.52774507370931,7.28960302284927,8.99971177674632,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,15.7442387379791,20.7623992724793,25.6331666704403,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,F,666,nvss,Deaths,crude rate,32.288230570732,42.5794569091663,52.5684099109014,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,F,666,nvss,YLL,absolute number,119.110510527732,157.074598415487,193.923607191852,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,126.60314599815,166.955361266516,206.122353476787,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,F,666,nvss,YLL,crude rate,695.738963362923,917.491813174575,1132.7313504197,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,M,666,nvss,Deaths,absolute number,5.94775984301037,7.8434448246317,9.68342859471905,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,7.21762169221751,9.51804023736776,11.7508652206961,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,M,666,nvss,Deaths,crude rate,27.7142716695884,36.54743406473,45.1210502526399,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,M,666,nvss,YLL,absolute number,172.504437530473,227.485485878256,280.851017389607,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,59.3839516491862,78.3109541277719,96.6818215000583,burnett,attributable,25,150
2001,19,White,Hispanic or Latino,M,666,nvss,YLL,crude rate,803.804284658092,1059.99480862148,1308.65764591401,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,A,666,nvss,Deaths,absolute number,2018.25868334349,2662.59943143783,3288.53024820651,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,A,666,nvss,Deaths,age-adjusted rate,16.1865639270506,21.3542180022728,26.3742232489506,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,A,666,nvss,Deaths,crude rate,112.18132377803,147.99585968559,182.78711226291,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,A,666,nvss,YLL,absolute number,34502.4822498861,45517.5990966396,56217.9949742589,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,A,666,nvss,YLL,age-adjusted rate,133.56790560382,176.210231351472,217.634191985784,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,A,666,nvss,YLL,crude rate,1917.75918734471,2530.01489055883,3124.77738775851,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,F,666,nvss,Deaths,absolute number,1092.09306484781,1440.74207681747,1779.42570716081,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,F,666,nvss,Deaths,age-adjusted rate,15.4441822660097,20.3747134277234,25.1643159679293,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,F,666,nvss,Deaths,crude rate,116.059115480436,153.110807542931,189.103456732429,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,F,666,nvss,YLL,absolute number,16802.8283886691,22167.1052113788,27378.0557263916,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,F,666,nvss,YLL,age-adjusted rate,124.899917430365,164.774021761627,203.508410639735,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,F,666,nvss,YLL,crude rate,1785.67327559237,2355.74669083071,2909.52578443661,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,M,666,nvss,Deaths,absolute number,926.191667781553,1221.89116421967,1509.14562019828,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,M,666,nvss,Deaths,age-adjusted rate,18.1175049555103,23.9017689242108,29.5208369969678,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,M,666,nvss,Deaths,crude rate,107.93214824216,142.390978951721,175.865681439778,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,M,666,nvss,YLL,absolute number,17698.7545309486,23349.3266365245,28838.5210237555,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,M,666,nvss,YLL,age-adjusted rate,156.084968144371,205.91725241918,254.326349769563,burnett,attributable,25,150
2001,19,White,Not Hispanic or Latino,M,666,nvss,YLL,crude rate,2062.49382734297,2720.97349992827,3360.64729849713,burnett,attributable,25,150
2001,20,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,absolute number,9.17009684752347,12.0963036340072,14.9382616643233,burnett,attributable,25,150
2001,20,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,age-adjusted rate,8.09061428792131,10.6723547896621,13.1797641036606,burnett,attributable,25,150
2001,20,American Indian or Alaska Native,All Origins,A,666,nvss,Deaths,crude rate,54.3380946167544,71.6775517540127,88.5177865864145,burnett,attributable,25,150
2001,20,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,absolute number,229.711951665463,303.013758950239,374.205125470164,burnett,attributable,25,150
2001,20,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,age-adjusted rate,70.163020293365,92.5522610567366,114.296890614037,burnett,attributable,25,150
2001,20,American Indian or Alaska Native,All Origins,A,666,nvss,YLL,crude rate,1361.17534762659,1795.53068825693,2217.38045431479,burnett,attributable,25,150
2001,20,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,absolute number,4.55536432597587,6.00883546442039,7.42038103716091,burnett,attributable,25,150
2001,20,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,age-adjusted rate,6.12405966832503,8.0780513451852,9.97567987573552,burnett,attributable,25,150
2001,20,American Indian or Alaska Native,All Origins,F,666,nvss,Deaths,crude rate,53.0125023388325,69.9270972235587,86.3537883994055,burnett,attributable,25,150
