Year,Education,Gender.Code,Race,Hispanic.Origin,nation,label_cause,attr,source,min_age,max_age,value,measure1,measure2
2001,666,A,American Indian or Alaska Native,All Origins,us,neo_lung,total,nvss,60,64,8.72138848673134,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,neo_lung,total,nvss,75,79,17.9755653013828,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,neo_lung,total,nvss,65,69,13.2449036042419,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,neo_lung,total,nvss,70,74,13.7851256851611,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,15,19,0.0484454119544951,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,35,39,0.0557997303195089,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,40,44,0.138476521918528,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,45,49,0.407876092523245,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,50,54,0.655850800634051,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,55,59,2.53093062558203,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,60,64,4.36069424336567,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,80,84,11.3982722067335,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,65,69,7.42296795402567,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,85,150,6.819567509892,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,70,74,9.69503344890454,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,resp_copd,total,nvss,75,79,17.1092729977017,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,t2_dm,total,nvss,45,49,0.571026529532543,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,t2_dm,total,nvss,50,54,0.655850800634051,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,t2_dm,total,nvss,55,59,1.44624607176116,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,t2_dm,total,nvss,65,69,2.32877426008648,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,t2_dm,total,nvss,80,84,4.306013944766,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,t2_dm,total,nvss,60,64,1.91445113123371,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,t2_dm,total,nvss,85,150,2.05669496330076,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,t2_dm,total,nvss,75,79,4.76460767024605,Deaths,age-adjusted rate
2001,666,A,American Indian or Alaska Native,All Origins,us,t2_dm,total,nvss,70,74,3.6356375433392,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,5,9,0.646769860043313,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,10,14,1.93621459498418,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,0,4,0.977543402292316,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,15,19,5.47320978065008,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,20,24,6.3187417424395,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,25,29,6.12900491532272,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,30,34,7.03327423135694,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,35,39,9.58159006859361,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,40,44,16.2583002255696,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,45,49,26.8134429200329,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,50,54,33.4640607677762,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,55,59,54.2427934078786,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,60,64,55.1004275765205,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,65,69,89.0587177982138,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,70,74,106.769490928042,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,75,79,178.395216617419,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,80,84,209.084545540947,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,all-cause,overall,nvss,85,150,154.600110764011,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,10,14,0.016691505129174,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,20,24,0.0404183906765853,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,25,29,0.095207843344819,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,30,34,0.319156981927122,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,35,39,0.545706454237782,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,40,44,1.68189312678306,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,45,49,3.11441364500726,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,50,54,4.67565303018714,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,55,59,9.03178949737709,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,60,64,9.50455312616601,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,65,69,17.7403427991508,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,70,74,20.5959262793872,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,75,79,41.4559963666955,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,80,84,48.9084166992157,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_ihd,total,nvss,85,150,40.0394246506284,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,15,19,0.0159568798269682,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,5,9,0.0126817619616336,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,20,24,0.0269455937843902,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,0,4,0.0186791732922099,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,10,14,0.0500745153875219,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,25,29,0.0476039216724095,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,30,34,0.106385660642374,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,35,39,0.291889498778348,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,40,44,0.544141893959226,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,45,49,0.884567189114487,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,50,54,1.45106473350635,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,55,59,2.29048263910428,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,60,64,2.66300691234264,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,65,69,4.00942731993192,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,70,74,5.82854258921745,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,75,79,9.26492469194334,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,80,84,11.4077072892862,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,cvd_stroke,total,nvss,85,150,8.42935255802704,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,5,9,0.0063408809808168,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,30,34,0.0118206289602638,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,35,39,0.0126908477729717,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,0,4,0.0124527821948066,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,20,24,0.0269455937843902,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,25,29,0.0238019608362047,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,40,44,0.0494674449053842,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,50,54,0.0537431382780131,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,55,59,0.104112847232013,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,45,49,0.092142415532759,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,60,64,0.151553238913809,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,65,69,0.274618309584378,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,70,74,0.339780509685322,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,80,84,0.80875536752402,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,75,79,0.79932683616766,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,lri,total,nvss,85,150,0.66112569082565,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,20,24,0.0134727968921951,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,25,29,0.0476039216724095,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,30,34,0.0709237737615826,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,35,39,0.190362716594575,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,40,44,0.676055080373584,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,45,49,1.84284831065518,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,50,54,2.25721180767655,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,55,59,4.81521918448058,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,85,150,4.56589930226465,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,60,64,4.97960642145372,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,80,84,12.1313305128603,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,65,69,8.59555308999103,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,75,79,12.462232036614,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,neo_lung,total,nvss,70,74,9.30475857292113,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,25,29,0.0119009804181024,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,35,39,0.0126908477729717,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,40,44,0.0164891483017947,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,45,49,0.110570898639311,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,50,54,0.340373209094083,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,55,59,0.702761718816085,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,60,64,0.844368045376935,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,65,69,2.27933196955034,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,70,74,3.71144864425506,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,75,79,6.90327722144798,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,80,84,8.34295010708989,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,resp_copd,total,nvss,85,150,6.01211175094576,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,35,39,0.0126908477729717,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,40,44,0.0164891483017947,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,45,49,0.0737139324262072,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,50,54,0.143315035408035,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,55,59,0.234253906272028,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,60,64,0.2381550897217,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,70,74,0.444328358819268,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,65,69,0.659083943002507,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,75,79,1.01732506421339,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,80,84,1.19185001529856,Deaths,age-adjusted rate
2001,666,A,Asian or Pacific Islander,All Origins,us,t2_dm,total,nvss,85,150,0.971028358400174,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,5,9,1.14826658413025,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,10,14,3.73288750240354,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,0,4,2.09561115074975,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,15,19,12.4859337576912,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,20,24,21.0108267097224,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,25,29,23.6375506821629,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,30,34,27.3199643348793,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,35,39,38.7918372852705,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,40,44,69.5943715221869,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,45,49,105.086994090352,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,50,54,123.312091909376,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,55,59,181.065858801592,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,60,64,164.036636075828,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,65,69,237.393448205576,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,70,74,254.3615923014,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,80,84,363.730196583967,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,75,79,371.53186360911,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,all-cause,overall,nvss,85,150,233.276413780978,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,5,9,0.00327141476960185,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,0,4,0.00531881002728364,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,10,14,0.0209712781033907,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,15,19,0.0414050861529922,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,20,24,0.208074808739092,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,25,29,0.385509651429378,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,30,34,0.867845241793544,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,35,39,2.01857976823806,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,40,44,5.92893225949665,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,45,49,11.8284888532295,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,50,54,18.4412916180939,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,55,59,32.1683794077115,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,60,64,32.6475411974257,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,65,69,48.8017467618263,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,70,74,52.818637059728,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,80,84,83.2367942617635,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,75,79,82.0157130143335,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_ihd,total,nvss,85,150,57.951186746645,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,5,9,0.00817853692400463,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,15,19,0.0230028256405512,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,10,14,0.029359789344747,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,0,4,0.0212752401091346,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,20,24,0.113495350221323,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,25,29,0.179552440391765,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,30,34,0.279475586340294,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,35,39,0.582016134549188,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,40,44,1.69962724772237,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,55,59,4.66264014081353,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,45,49,3.33420491164858,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,60,64,4.60742206492537,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,50,54,4.28313869839601,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,65,69,6.3816950102101,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,70,74,7.06000356055403,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,80,84,12.4358493268643,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,75,79,11.9297654245634,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,cvd_stroke,total,nvss,85,150,8.96289375451338,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,10,14,0.00419425562067814,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,20,24,0.00945794585177692,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,5,9,0.00490712215440278,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,15,19,0.0138016953843307,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,25,29,0.0316857247750173,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,0,4,0.0141834934060897,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,30,34,0.058836965545325,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,35,39,0.0600492837233289,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,40,44,0.124225247341835,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,45,49,0.145540690587835,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,55,59,0.27822338288805,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,50,54,0.211513022143013,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,65,69,0.355057701885774,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,60,64,0.302507509313282,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,70,74,0.429206171795468,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,80,84,0.711320770175672,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,75,79,0.843173487504957,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,lri,total,nvss,85,150,0.580791577722449,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,5,9,0.00163570738480093,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,10,14,0.00419425562067814,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,0,4,0.00354587335152243,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,15,19,0.00920113025622049,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,20,24,0.00945794585177692,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,25,29,0.0158428623875087,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,30,34,0.0637400460074354,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,35,39,0.475775094115606,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,40,44,2.34898649519105,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,45,49,5.31885069239178,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,85,150,4.54789337131816,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,50,54,8.46052088572051,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,80,84,16.924528669697,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,55,59,16.252083124564,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,60,64,15.784686703911,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,75,79,26.0358299857949,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,65,69,23.7141170364762,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,neo_lung,total,nvss,70,74,22.7041305570174,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,0,4,0.00177293667576121,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,25,29,0.00528095412916956,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,10,14,0.00838851124135628,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,15,19,0.00920113025622049,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,20,24,0.0331028104812192,Deaths,age-adjusted rate
2001,666,A,Black or African American,All Origins,us,resp_copd,total,nvss,30,34,0.0441277241589938,Deaths,age-adjusted rate
