"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	31	698992	4.4
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	45	689973	6.5
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	40	678288	5.9
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	40	730278	5.5
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	23	722959	3.2
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	45	730059	6.2
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	36	770096	4.7
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	40	777526	5.1
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	45	797332	5.6
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	36	826662	4.4
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	51	892938	5.7
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	70	1013997	6.9
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	62	963448	6.4
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	61	967333	6.3
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	18	876333	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	14	844488	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	22	863921	2.5
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	18	832507	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	23	814385	2.8
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	16	781110	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	22	837074	2.6
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	10	822718	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	13	827061	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	15	857141	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	13	874228	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	15	901140	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	12	932809	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	12	999081	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	24	1129639	2.1
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	17	1073802	Unreliable
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	47	705689	6.7
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	51	688389	7.4
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	36	706199	5.1
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	39	687460	5.7
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	34	676439	5.0
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	42	667817	6.3
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	34	656530	5.2
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	33	706712	4.7
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	39	699369	5.6
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	40	706048	5.7
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	49	737553	6.6
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	56	758541	7.4
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	56	777526	7.2
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	58	806015	7.2
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	51	870587	5.9
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	70	989083	7.1
	"72 years"	"72"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	66	939392	7.0
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	22	856053	2.6
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	10	851594	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	13	826173	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	16	845669	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	13	814840	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	15	797540	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	14	765688	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	14	821002	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	14	807254	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	10	806599	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	20	849466	2.4
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	15	858350	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	10	883592	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	18	916817	Unreliable
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	20	980917	2.0
	"73 years"	"73"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	22	1109717	2.0
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	51	671774	7.6
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	52	678473	7.7
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	34	665680	5.1
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	51	683795	7.5
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	36	666081	5.4
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	38	656334	5.8
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	40	648973	6.2
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	46	638528	7.2
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	41	688106	6.0
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	51	681672	7.5
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	42	682288	6.2
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	57	724264	7.9
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	56	737928	7.6
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	61	756145	8.1
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	63	784585	8.0
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	68	846976	8.0
	"73 years"	"73"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	66	962082	6.9
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	20	837264	2.4
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	15	830057	Unreliable
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	12	805138	Unreliable
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	12	823695	Unreliable
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	14	793544	Unreliable
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	20	776899	2.6
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	20	763031	2.6
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	15	799152	Unreliable
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12	788225	Unreliable
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	13	793705	Unreliable
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	16	832342	Unreliable
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	15	839895	Unreliable
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	21	867048	2.4
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	20	898176	2.2
	"74 years"	"74"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	29	961635	3.0
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	35	641226	5.5
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	41	651252	6.3
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	43	652615	6.6
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	44	640545	6.9
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	41	657778	6.2
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	38	641049	5.9
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	36	632024	5.7
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	31	625011	5.0
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	42	614762	6.8
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	47	662709	7.1
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	43	656331	6.6
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	49	665947	7.4
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	55	702796	7.8
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	46	715774	6.4
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	62	734117	8.4
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	68	761253	8.9
	"74 years"	"74"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	69	821590	8.4
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	16	846201	Unreliable
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	28	814665	3.4
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	17	812485	Unreliable
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	29	805041	3.6
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	12	779852	Unreliable
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	20	797577	2.5
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	17	768114	Unreliable
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	24	751312	3.2
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	17	737252	Unreliable
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	15	719458	Unreliable
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	17	767174	Unreliable
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	22	775755	2.8
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	11	812669	Unreliable
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	17	822441	Unreliable
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	26	847443	3.1
	"75 years"	"75"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	14	878631	Unreliable
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	47	623273	7.5
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	42	612829	6.9
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	40	622507	6.4
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	34	623547	5.5
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	50	611351	8.2
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	41	627638	6.5
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	40	611535	6.5
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	40	602474	6.6
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	42	595360	7.1
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	52	585020	8.9
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	42	628024	6.7
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	40	635040	6.3
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	59	644199	9.2
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	50	679600	7.4
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	64	692865	9.2
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	67	710141	9.4
	"75 years"	"75"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	65	736187	8.8
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	20	808853	2.5
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	18	817332	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	18	791343	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	19	790680	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	19	784334	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	16	761169	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	18	780404	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	16	752582	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	12	737242	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	17	724729	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	21	702855	3.0
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	14	752191	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	11	749143	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	22	755491	2.9
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	20	793766	2.5
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	14	801691	Unreliable
	"76 years"	"76"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	24	826760	2.9
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	46	582242	7.9
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	54	594406	9.1
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	59	586270	10.1
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	52	597224	8.7
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	30	599447	5.0
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	44	589445	7.5
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	54	607114	8.9
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	44	592947	7.4
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	51	585518	8.7
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	49	580106	8.4
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	48	565598	8.5
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	59	607545	9.7
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	56	612138	9.1
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	50	620764	8.1
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	84	655789	12.8
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	68	668005	10.2
	"76 years"	"76"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	77	684543	11.2
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	14	766620	Unreliable
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	17	787352	Unreliable
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	20	789533	2.5
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	15	764532	Unreliable
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	15	763680	Unreliable
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	14	757825	Unreliable
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	20	735908	2.7
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	11	754569	Unreliable
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	14	727551	Unreliable
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	27	712769	3.8
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	20	705479	2.8
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	13	686064	Unreliable
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	22	731331	3.0
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	16	727551	Unreliable
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	17	735672	Unreliable
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	22	771529	2.9
	"77 years"	"77"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	12	779704	Unreliable
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	37	538969	6.9
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	48	555418	8.6
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	51	564150	9.0
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	56	556815	10.1
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	37	567267	6.5
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	48	569947	8.4
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	42	561011	7.5
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	52	578025	9.0
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	53	564675	9.4
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	54	557811	9.7
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	47	553784	8.5
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	48	546071	8.8
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	57	583503	9.8
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	70	587729	11.9
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	75	596797	12.6
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	64	629858	10.2
	"77 years"	"77"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	54	641473	8.4
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	23	765375	3.0
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	30	742776	4.0
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	19	758519	Unreliable
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	18	761413	Unreliable
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	22	737301	3.0
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	24	737339	3.3
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	18	732811	Unreliable
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	18	711928	Unreliable
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	20	730626	2.7
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	18	704983	Unreliable
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	19	692331	Unreliable
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	21	678312	3.1
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	23	665051	3.5
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	19	707970	Unreliable
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	19	706077	Unreliable
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	29	712802	4.1
	"78 years"	"78"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	26	748058	3.5
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	56	524162	10.7
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	33	514834	6.4
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	47	524852	9.0
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	44	534057	8.2
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	46	527387	8.7
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	41	538405	7.6
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	53	541981	9.8
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	39	534202	7.3
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	43	551027	7.8
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	74	539069	13.7
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	57	534545	10.7
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	56	527674	10.6
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	50	522338	9.6
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	59	557778	10.6
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	61	562791	10.8
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	75	570702	13.1
	"78 years"	"78"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	78	602308	13.0
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	21	712446	2.9
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	26	723962	3.6
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	32	712261	4.5
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	18	727949	Unreliable
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	23	730729	3.1
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	18	708010	Unreliable
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	18	709192	Unreliable
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	23	705107	3.3
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	14	685252	Unreliable
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	27	703872	3.8
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	17	688930	Unreliable
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	26	666328	3.9
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	20	655346	3.1
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	18	641320	Unreliable
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	16	684453	Unreliable
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	26	681740	3.8
	"79 years"	"79"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	22	688620	3.2
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	54	472967	11.4
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	53	485786	10.9
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	61	483574	12.6
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	42	493669	8.5
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	58	502586	11.5
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	49	497103	9.9
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	44	508491	8.7
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	67	512336	13.1
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	66	505403	13.1
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	55	521930	10.5
	"79 years"	"79"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	58	515194	11.3
