Year,nation,Race,Hispanic.Origin,Gender.Code,Education,source,measure1,measure2,lower,mean,upper,attr,method
2003,us,White,Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,1123.60844255417,1123.60844255417,1123.60844255417,attributable,EPA
2003,us,White,Hispanic or Latino,A,666,wonder,Deaths,crude rate,54.2302127523446,54.2302127523446,54.2302127523446,attributable,EPA
2003,us,White,Hispanic or Latino,A,666,wonder,YLL,absolute number,639716.289671017,639716.289671017,639716.289671017,attributable,EPA
2003,us,White,Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,27704.4303652166,27704.4303652166,27704.4303652166,attributable,EPA
2003,us,White,Hispanic or Latino,A,666,wonder,YLL,crude rate,1736.68009427356,1736.68009427356,1736.68009427356,attributable,EPA
2003,us,White,Hispanic or Latino,F,666,wonder,Deaths,absolute number,8819.98023513191,8819.98023513191,8819.98023513191,attributable,EPA
2003,us,White,Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,884.908434046273,884.908434046273,884.908434046273,attributable,EPA
2003,us,White,Hispanic or Latino,F,666,wonder,Deaths,crude rate,49.218834712637,49.218834712637,49.218834712637,attributable,EPA
2003,us,White,Hispanic or Latino,F,666,wonder,YLL,absolute number,240900.853150689,240900.853150689,240900.853150689,attributable,EPA
2003,us,White,Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,20494.175611173,20494.175611173,20494.175611173,attributable,EPA
2003,us,White,Hispanic or Latino,F,666,wonder,YLL,crude rate,1344.31812286025,1344.31812286025,1344.31812286025,attributable,EPA
2003,us,White,Hispanic or Latino,M,666,wonder,Deaths,absolute number,11156.3792046094,11156.3792046094,11156.3792046094,attributable,EPA
2003,us,White,Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,1417.50537570551,1417.50537570551,1417.50537570551,attributable,EPA
2003,us,White,Hispanic or Latino,M,666,wonder,Deaths,crude rate,58.9796019488478,58.9796019488478,58.9796019488478,attributable,EPA
2003,us,White,Hispanic or Latino,M,666,wonder,YLL,absolute number,398840.016559952,398840.016559952,398840.016559952,attributable,EPA
2003,us,White,Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,35762.6120268927,35762.6120268927,35762.6120268927,attributable,EPA
2003,us,White,Hispanic or Latino,M,666,wonder,YLL,crude rate,2108.51791486784,2108.51791486784,2108.51791486784,attributable,EPA
2003,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,absolute number,307056.527114156,307056.527114156,307056.527114156,attributable,EPA
2003,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,age-adjusted rate,1258.59192004537,1258.59192004537,1258.59192004537,attributable,EPA
2003,us,White,Not Hispanic or Latino,A,666,wonder,Deaths,crude rate,154.852651700432,154.852651700432,154.852651700432,attributable,EPA
2003,us,White,Not Hispanic or Latino,A,666,wonder,YLL,absolute number,6333242.32105574,6333242.32105574,6333242.32105574,attributable,EPA
2003,us,White,Not Hispanic or Latino,A,666,wonder,YLL,age-adjusted rate,30404.7273589052,30404.7273589052,30404.7273589052,attributable,EPA
2003,us,White,Not Hispanic or Latino,A,666,wonder,YLL,crude rate,3193.93753487048,3193.93753487048,3193.93753487048,attributable,EPA
2003,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,absolute number,159120.909735078,159120.909735078,159120.909735078,attributable,EPA
2003,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,age-adjusted rate,1024.34126330712,1024.34126330712,1024.34126330712,attributable,EPA
2003,us,White,Not Hispanic or Latino,F,666,wonder,Deaths,crude rate,157.343413777112,157.343413777112,157.343413777112,attributable,EPA
2003,us,White,Not Hispanic or Latino,F,666,wonder,YLL,absolute number,2855998.16648819,2855998.16648819,2855998.16648819,attributable,EPA
2003,us,White,Not Hispanic or Latino,F,666,wonder,YLL,age-adjusted rate,23815.1894292173,23815.1894292173,23815.1894292173,attributable,EPA
2003,us,White,Not Hispanic or Latino,F,666,wonder,YLL,crude rate,2824.09459576738,2824.09459576738,2824.09459576738,attributable,EPA
2003,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,absolute number,147946.125343,147946.125343,147946.125343,attributable,EPA
2003,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,age-adjusted rate,1548.63347095551,1548.63347095551,1548.63347095551,attributable,EPA
2003,us,White,Not Hispanic or Latino,M,666,wonder,Deaths,crude rate,152.270933533474,152.270933533474,152.270933533474,attributable,EPA
2003,us,White,Not Hispanic or Latino,M,666,wonder,YLL,absolute number,3475361.17835176,3475361.17835176,3475361.17835176,attributable,EPA
2003,us,White,Not Hispanic or Latino,M,666,wonder,YLL,age-adjusted rate,37898.7239137903,37898.7239137903,37898.7239137903,attributable,EPA
2003,us,White,Not Hispanic or Latino,M,666,wonder,YLL,crude rate,3576.95404166024,3576.95404166024,3576.95404166024,attributable,EPA
