"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	22	101306	21.7
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	19	111704	Unreliable
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	21	120698	17.4
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	16	124703	Unreliable
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	28	134402	20.8
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	32	140558	22.8
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	43	145190	29.6
	"63 years"	"63"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	51	154121	33.1
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	10	72610	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	12	76180	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	13	84844	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	15	89764	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	12	98084	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	17	103284	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	17	109097	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	21	113678	18.5
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	19	130266	Unreliable
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	29	135232	21.4
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	25	139652	17.9
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	25	152181	16.4
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	30	156061	19.2
	"64 years"	"64"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	39	160411	24.3
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	12	64838	Unreliable
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	12	67262	Unreliable
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	15	72025	Unreliable
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	12	72467	Unreliable
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	19	82347	Unreliable
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	17	86533	Unreliable
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	26	95141	27.3
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	23	98157	23.4
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	24	114096	21.0
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	22	119424	18.4
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	23	123467	18.6
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	26	133941	19.4
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	37	139623	26.5
	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	49	142334	34.4
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	16	70729	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	15	72753	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	12	76384	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	12	79102	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	18	85410	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	16	90404	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	20	98917	20.2
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	16	104223	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	16	114268	Unreliable
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	25	129536	19.3
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	23	134545	17.1
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	22	140635	15.6
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	36	152241	23.6
	"65 years"	"65"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	28	154770	18.1
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	11	66858	Unreliable
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	10	71707	Unreliable
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	14	72224	Unreliable
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	15	75647	Unreliable
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	26	82236	31.6
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	21	86504	24.3
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	17	93234	Unreliable
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	24	98005	24.5
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	31	112672	27.5
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	30	118128	25.4
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	38	123072	30.9
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	47	132856	35.4
	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	60	136755	43.9
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	10	62431	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	14	70797	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	12	70480	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	14	72367	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	15	75869	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	24	78470	30.6
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	17	84431	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	10	84560	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	13	89385	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	15	97627	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	17	101455	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	16	108939	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	22	113512	19.4
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	18	128853	Unreliable
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	44	135394	32.5
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	23	140556	16.4
	"66 years"	"66"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	24	150774	15.9
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	11	58278	Unreliable
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	58067	Unreliable
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	14	59723	Unreliable
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	14	66072	Unreliable
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	14	70908	Unreliable
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	19	71386	Unreliable
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	21	74744	28.1
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	25	81257	30.8
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	22	84444	26.1
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	29	93280	31.1
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	20	96741	20.7
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	31	111464	27.8
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	37	117753	31.4
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	45	121826	36.9
	"66 years"	"66"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	53	130079	40.7
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	15	63384	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	15	70838	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	17	70555	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	18	72532	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	19	76175	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	11	78938	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	16	85026	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	11	85275	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	16	90239	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	17	97677	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	26	101891	25.5
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	21	108166	19.4
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	19	112873	Unreliable
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	27	129552	20.8
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	34	135094	25.2
	"67 years"	"67"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	30	138927	21.6
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	49240	Unreliable
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	15	51687	Unreliable
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	10	57545	Unreliable
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	18	63027	Unreliable
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	21	65461	32.1
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	28	70315	39.8
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	26	70785	36.7
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	21	74180	28.3
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	22	79083	27.8
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	21	84321	24.9
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	23	92050	25.0
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	33	95622	34.5
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	34	110933	30.6
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	50	116341	43.0
	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	54	119165	45.3
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	14	61270	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	14	63201	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	14	70605	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	26	70252	37.0
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	11	72253	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	17	75919	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	20	78646	25.4
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	23	84719	27.1
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	17	84945	Unreliable
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	30	87750	34.2
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	24	97848	24.5
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	24	101178	23.7
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	28	107392	26.1
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	27	113713	23.7
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	35	129208	27.1
	"68 years"	"68"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	35	133379	26.2
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	12	47752	Unreliable
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	15	48473	Unreliable
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	15	50832	Unreliable
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	14	56604	Unreliable
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	10	56307	Unreliable
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	14	57989	Unreliable
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	27	61836	43.7
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	20	64144	31.2
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	17	68898	Unreliable
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	23	69326	33.2
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	28	71541	39.1
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	31	79440	39.0
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	25	83068	30.1
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	36	90855	39.6
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	32	95057	33.7
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	44	109497	40.2
	"68 years"	"68"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	41	113804	36.0
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	12	59243	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	20	59684	33.5
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	13	60930	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	11	62829	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	14	70111	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	18	69787	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	15	71842	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	19	75462	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	22	78191	28.1
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	22	84221	26.1
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	16	84360	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	19	88651	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	24	97081	24.7
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	19	100319	Unreliable
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	28	108018	25.9
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	44	113385	38.8
	"69 years"	"69"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	39	127568	30.6
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	11	47079	Unreliable
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	13	47315	Unreliable
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	12	47590	Unreliable
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	12	49977	Unreliable
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	13	55578	Unreliable
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	15	55323	Unreliable
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	21	56963	36.9
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	13	60715	Unreliable
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	20	62985	31.8
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	10	67640	Unreliable
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	34	67800	50.1
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	26	71727	36.2
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	33	78250	42.2
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	41	81913	50.1
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	33	90154	36.6
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	45	93854	47.9
	"69 years"	"69"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	41	107153	38.3
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	19	58546	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	16	58161	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	18	59174	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	12	60346	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	18	62084	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	24	69292	34.6
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	21	68930	30.5
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	16	70873	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	21	74410	28.2
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	18	77012	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	19	81920	Unreliable
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	26	84067	30.9
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	20	87837	22.8
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	28	96251	29.1
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	29	100690	28.8
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	35	107567	32.5
	"70 years"	"70"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	42	111905	37.5
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	14	45745	Unreliable
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	12	45811	Unreliable
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	13	46280	Unreliable
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	14	46535	Unreliable
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	22	48791	45.1
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	19	54178	Unreliable
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	17	53947	Unreliable
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	13	55472	Unreliable
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	27	59076	45.7
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	33	61241	53.9
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	26	65183	39.9
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	31	66903	46.3
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	33	70560	46.8
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	30	76952	39.0
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	31	81107	38.2
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	39	88925	43.9
	"70 years"	"70"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	51	91733	55.6
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	14	59069	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	14	57874	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	21	58972	35.6
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	21	60192	34.9
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	29	62070	46.7
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	20	69387	28.8
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	16	69125	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	14	71206	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	20	74854	26.7
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	17	76304	Unreliable
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	27	81747	33.0
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	21	83224	25.2
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	23	86958	26.4
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	30	96385	31.1
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	40	100138	39.9
	"71 years"	"71"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	37	106195	34.8
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	10	45553	Unreliable
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	14	44965	Unreliable
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	16	45525	Unreliable
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	12	45819	Unreliable
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	22	48139	45.7
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	16	53569	Unreliable
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	23	53458	43.0
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	27	55097	49.0
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	19	58791	Unreliable
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	23	59720	38.5
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	30	64583	46.5
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	29	65620	44.2
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	25	69195	36.1
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	29	76071	38.1
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	39	79868	48.8
	"71 years"	"71"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	51	86871	58.7
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	14	50899	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	11	53864	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	20	58476	34.2
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	24	57268	41.9
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	23	58297	39.5
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	24	59472	40.4
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	15	61319	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	21	68452	30.7
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	23	68132	33.8
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	23	70169	32.8
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	18	72737	Unreliable
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	22	76355	28.8
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	21	80901	26.0
	"72 years"	"72"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	28	82290	34.0
