"FIPS.code","rural_urban_class","fromYear"
37013,5,2000
37013,5,1990
37013,5,2010
37015,6,2000
37015,6,1990
37015,6,2010
37017,6,2000
37017,6,1990
37017,6,2010
37019,3,2000
37019,3,1990
37019,3,2010
37021,3,2000
37089,3,2000
37087,3,2000
37115,3,2000
37111,3,2000
37161,3,2000
37021,3,1990
37087,3,1990
37089,3,1990
37111,3,1990
37115,3,1990
37161,3,1990
37021,3,2010
37027,3,2000
37011,3,2000
37011,3,1990
37027,3,1990
37027,3,2010
37029,5,2000
37029,5,1990
37029,5,2010
37031,5,2000
37031,5,1990
37031,5,2010
37035,3,2000
37023,3,2000
37109,3,2000
37023,3,1990
37035,3,1990
37109,3,1990
37035,3,2010
37039,6,2000
37039,6,1990
37039,6,2010
37041,6,2000
37041,6,1990
37041,6,2010
37043,6,2000
37043,6,1990
37043,6,2010
37047,6,2000
37047,6,1990
37047,6,2010
37049,4,2000
37103,4,2000
37049,4,1990
37103,4,1990
37049,4,2010
37051,3,2000
37051,3,1990
37051,3,2010
37053,2,2000
37053,2,1990
37053,2,2010
37055,5,2000
37055,5,1990
37055,5,2010
37057,3,2000
37057,3,1990
37057,3,2010
37059,3,2000
37059,3,1990
37059,3,2010
37135,3,2000
37135,3,1990
37063,3,2010
37065,4,2000
37065,4,1990
37065,4,2010
37067,3,2000
37067,3,1990
37067,3,2010
37069,2,2000
37069,2,1990
37069,2,2010
37071,2,2000
37045,2,2000
37045,2,1990
37071,2,1990
37071,2,2010
37073,2,2000
37073,2,1990
37073,2,2010
37075,6,2000
37075,6,1990
37075,6,2010
37077,5,2000
37077,5,1990
37077,5,2010
37079,6,2000
37079,6,1990
37079,6,2010
37081,3,2000
37157,3,2000
37081,3,1990
37157,3,1990
37081,3,2010
37083,5,2000
37083,5,1990
37083,5,2010
37105,5,2000
37105,5,1990
37085,5,2010
37091,6,2000
37091,6,1990
37091,6,2010
37093,3,2000
37093,3,1990
37093,3,2010
37095,6,2000
37095,6,1990
37095,6,2010
37097,2,2000
37193,2,2000
37003,2,2000
37003,2,1990
37097,2,1990
37193,2,1990
37097,2,2010
37173,5,2000
37099,5,2000
37099,5,1990
37173,5,1990
37099,5,2010
37107,5,2000
37107,5,1990
37107,5,2010
37121,5,2000
37121,5,1990
37111,5,2010
37113,6,2000
37113,6,1990
37113,6,2010
37199,3,2000
37199,3,1990
37115,3,2010
37117,6,2000
37117,6,1990
37117,6,2010
37119,1,2000
37025,1,2000
37025,1,1990
37119,1,1990
37119,1,2010
37123,6,2000
37123,6,1990
37123,6,2010
37125,5,2000
37125,5,1990
37125,5,2010
37127,4,2000
37195,4,2000
37127,4,1990
37195,4,1990
37127,4,2010
37129,3,2000
37129,3,1990
37129,3,2010
37131,5,2000
37131,5,1990
37131,5,2010
37133,4,2000
37061,4,2000
37061,4,1990
37133,4,1990
37133,4,2010
37137,4,2000
37137,4,1990
37137,4,2010
37139,5,2000
37139,5,1990
37139,5,2010
37141,3,2000
37141,3,1990
37141,3,2010
37143,5,2000
37143,5,1990
37143,5,2010
37145,3,2000
37145,3,1990
37145,3,2010
37147,4,2000
37147,4,1990
37147,4,2010
37151,3,2000
37151,3,1990
37151,3,2010
37153,5,2000
37165,5,2000
37153,5,1990
37165,5,1990
37153,5,2010
37155,5,2000
37155,5,1990
37155,5,2010
37169,3,2000
37169,3,1990
37157,3,2010
37159,2,2000
37159,2,1990
37159,2,2010
37149,5,2000
37149,5,1990
37161,5,2010
37163,6,2000
37163,6,1990
37163,6,2010
37167,5,2000
37167,5,1990
37167,5,2010
37171,5,2000
37171,5,1990
37171,5,2010
37175,5,2000
37175,5,1990
37175,5,2010
37177,5,2000
37177,5,1990
37177,5,2010
37179,2,2000
37179,2,1990
37179,2,2010
37181,5,2000
37181,5,1990
37181,5,2010
37183,1,2000
37101,1,2000
37085,1,2000
37037,1,2000
37063,1,2000
37037,1,1990
37063,1,1990
37085,1,1990
37101,1,1990
37183,1,1990
37183,1,2010
37185,6,2000
37185,6,1990
37185,6,2010
37187,6,2000
37187,6,1990
37187,6,2010
37191,4,2000
37191,4,1990
37191,4,2010
37009,5,2000
37189,5,2000
37009,5,1990
37189,5,1990
37193,5,2010
37197,3,2000
37197,3,1990
37197,3,2010
38027,6,2000
38069,6,2000
38027,6,1990
38069,6,1990
38005,6,2010
38011,6,2000
38011,6,1990
38011,6,2010
38015,4,2000
38029,4,2000
38015,4,1990
38029,4,1990
38015,4,2010
38017,4,2000
38017,4,1990
38017,4,2010
38021,6,2000
38051,6,2000
38045,6,2000
38021,6,1990
38045,6,1990
38051,6,1990
38021,6,2010
38047,6,2000
38047,6,1990
38029,6,2010
38007,6,2000
38033,6,2000
38007,6,1990
38033,6,1990
38033,6,2010
38035,4,2000
38063,4,2000
38035,4,1990
38063,4,1990
38035,4,2010
38039,6,2000
38039,6,1990
38039,6,2010
38001,6,2000
38037,6,2000
38001,6,1990
38037,6,1990
38041,6,2010
38043,6,2000
38043,6,1990
38043,6,2010
38053,6,2000
38053,6,1990
38053,6,2010
38055,6,2000
38055,6,1990
38055,6,2010
38065,6,2000
38065,6,1990
38057,6,2010
38059,4,2000
38059,4,1990
38059,4,2010
38067,6,2000
38067,6,1990
38067,6,2010
38071,6,2000
38005,6,2000
38019,6,2000
38005,6,1990
38019,6,1990
38071,6,1990
38071,6,2010
38073,6,2000
38073,6,1990
38073,6,2010
38077,5,2000
38077,5,1990
38077,5,2010
38079,6,2000
38009,6,2000
38009,6,1990
38079,6,1990
38079,6,2010
38081,6,2000
38081,6,1990
38081,6,2010
38083,6,2000
38083,6,1990
38083,6,2010
38085,4,2000
38085,4,1990
38085,4,2010
38087,6,2000
38087,6,1990
38087,6,2010
38057,5,2000
38089,5,2000
38025,5,2000
38041,5,2000
38025,5,1990
38041,5,1990
38057,5,1990
38089,5,1990
38089,5,2010
38093,5,2000
38031,5,2000
38003,5,2000
38003,5,1990
38031,5,1990
38093,5,1990
38093,5,2010
38095,6,2000
38095,6,1990
38095,6,2010
38091,6,2000
38097,6,2000
38091,6,1990
38097,6,1990
38097,6,2010
38099,6,2000
38099,6,1990
38099,6,2010
38101,5,2000
38013,5,2000
38075,5,2000
38061,5,2000
38049,5,2000
38013,5,1990
38049,5,1990
38061,5,1990
38075,5,1990
38101,5,1990
38101,5,2010
38103,6,2000
38103,6,1990
38103,6,2010
38105,5,2000
38023,5,2000
38023,5,1990
38105,5,1990
38105,5,2010
39001,6,2000
39001,6,1990
39001,6,2010
39003,4,2000
39137,4,2000
39003,4,1990
39137,4,1990
39003,4,2010
39005,5,2000
39005,5,1990
39005,5,2010
39007,5,2000
39007,5,1990
39007,5,2010
39009,5,2000
39009,5,1990
39009,5,2010
39011,5,2000
39011,5,1990
39011,5,2010
39013,4,2000
39013,4,1990
39013,4,2010
39015,2,2000
39015,2,1990
39015,2,2010
39017,2,2000
39135,2,2000
39017,2,1990
39135,2,1990
39017,2,2010
39019,3,2000
39019,3,1990
39019,3,2010
39023,4,2000
39097,4,2000
39021,4,2000
39021,4,1990
39023,4,1990
39097,4,1990
39023,4,2010
39025,2,2000
39025,2,1990
39025,2,2010
39027,5,2000
39027,5,1990
39027,5,2010
39029,5,2000
39029,5,1990
39029,5,2010
39031,5,2000
39031,5,1990
39031,5,2010
39033,5,2000
39033,5,1990
39033,5,2010
39035,1,2000
39153,1,2000
39035,1,1990
39153,1,1990
39035,1,2010
39037,5,2000
39037,5,1990
39037,5,2010
39039,5,2000
39039,5,1990
39039,5,2010
39041,2,2000
39041,2,1990
39041,2,2010
39045,2,2000
39045,2,1990
39045,2,2010
39047,5,2000
39047,5,1990
39047,5,2010
39049,1,2000
39049,1,1990
39049,1,2010
39051,3,2000
39051,3,1990
39051,3,2010
39053,5,2000
39053,5,1990
39053,5,2010
39057,3,2000
39057,3,1990
39057,3,2010
39059,5,2000
39059,5,1990
39059,5,2010
39061,1,2000
39061,1,1990
39061,1,2010
39063,5,2000
39063,5,1990
39063,5,2010
39065,6,2000
39065,6,1990
39065,6,2010
39071,6,2000
39071,6,1990
39071,6,2010
39077,5,2000
39077,5,1990
39077,5,2010
39079,5,2000
39079,5,1990
39079,5,2010
39081,4,2000
39081,4,1990
39081,4,2010
39085,2,2000
39055,2,2000
39055,2,1990
39085,2,1990
39085,2,2010
39087,3,2000
39087,3,1990
39087,3,2010
39089,2,2000
39083,2,2000
39083,2,1990
39089,2,1990
39089,2,2010
39091,5,2000
39091,5,1990
39091,5,2010
39093,2,2000
39043,2,2000
39043,2,1990
39093,2,1990
39093,2,2010
39095,3,2000
39095,3,1990
39095,3,2010
39099,3,2000
39133,3,2000
39099,3,1990
39133,3,1990
39099,3,2010
39101,5,2000
39101,5,1990
39101,5,2010
39103,2,2000
39103,2,1990
39103,2,2010
39105,6,2000
39105,6,1990
39105,6,2010
39107,5,2000
39107,5,1990
39107,5,2010
39111,6,2000
39111,6,1990
39111,6,2010
39113,3,2000
39109,3,2000
39109,3,1990
39113,3,1990
39113,3,2010
39115,6,2000
39115,6,1990
39115,6,2010
39119,5,2000
39119,5,1990
39119,5,2010
39121,6,2000
39121,6,1990
39121,6,2010
39123,5,2000
39123,5,1990
39123,5,2010
39125,6,2000
39125,6,1990
39125,6,2010
39127,2,2000
39127,2,1990
39127,2,2010
39129,2,2000
39129,2,1990
39129,2,2010
39131,6,2000
39131,6,1990
39131,6,2010
39069,6,2000
39069,6,1990
39137,6,2010
39139,4,2000
39117,4,2000
39117,4,1990
39139,4,1990
39139,4,2010
39141,5,2000
39073,5,2000
39073,5,1990
39141,5,1990
39141,5,2010
39143,5,2000
39143,5,1990
39143,5,2010
39145,5,2000
39145,5,1990
39145,5,2010
39147,5,2000
39147,5,1990
39147,5,2010
39149,5,2000
39149,5,1990
39149,5,2010
39151,3,2000
39169,3,2000
39151,3,1990
39169,3,1990
39151,3,2010
39155,3,2000
39155,3,1990
39155,3,2010
39157,5,2000
39067,5,2000
39067,5,1990
39157,5,1990
39157,5,2010
39159,2,2000
39159,2,1990
39159,2,2010
39161,5,2000
39161,5,1990
39161,5,2010
39163,6,2000
39163,6,1990
39163,6,2010
39165,2,2000
39165,2,1990
39165,2,2010
39167,5,2000
39167,5,1990
39167,5,2010
39075,5,2000
39075,5,1990
39169,5,2010
39171,6,2000
39171,6,1990
39171,6,2010
39173,3,2000
39173,3,1990
39173,3,2010
39175,6,2000
39175,6,1990
39175,6,2010
40053,6,2000
40053,6,1990
40003,6,2010
40005,6,2000
40005,6,1990
40005,6,2010
40009,5,2000
40009,5,1990
40009,5,2010
40093,6,2000
40093,6,1990
40011,6,2010
40013,5,2000
40013,5,1990
40013,5,2010
40039,6,2000
40039,6,1990
40015,6,2010
40011,2,2000
40017,2,2000
40015,2,2000
40011,2,1990
40015,2,1990
40017,2,1990
40017,2,2010
40019,5,2000
40099,5,2000
40019,5,1990
40099,5,1990
40019,5,2010
40021,5,2000
40001,5,2000
40001,5,1990
40021,5,1990
40021,5,2010
40023,6,2000
40023,6,1990
40023,6,2010
40027,2,2000
40087,2,2000
40125,2,2000
40027,2,1990
40087,2,1990
40125,2,1990
40027,2,2010
40031,4,2000
40031,4,1990
40031,4,2010
40033,4,2000
40033,4,1990
40033,4,2010
40037,3,2000
40107,3,2000
40037,3,1990
40107,3,1990
40037,3,2010
40149,5,2000
40129,5,2000
40129,5,1990
40149,5,1990
40039,5,2010
40041,6,2000
40041,6,1990
40041,6,2010
40043,6,2000
40043,6,1990
40043,6,2010
40045,6,2000
40045,6,1990
40045,6,2010
40047,5,2000
40103,5,2000
40073,5,2000
40047,5,1990
40073,5,1990
40103,5,1990
40047,5,2010
40051,2,2000
40051,2,1990
40051,2,2010
40055,6,2000
40055,6,1990
40055,6,2010
40057,6,2000
40057,6,1990
40057,6,2010
40065,5,2000
40065,5,1990
40065,5,2010
40067,6,2000
40067,6,1990
40067,6,2010
40075,6,2000
40075,6,1990
40075,6,2010
40077,6,2000
40077,6,1990
40077,6,2010
40079,3,2000
40061,3,2000
40135,3,2000
40089,3,2000
40127,3,2000
40061,3,1990
40079,3,1990
40089,3,1990
40127,3,1990
40135,3,1990
40079,3,2010
40085,6,2000
40085,6,1990
40085,6,2010
40003,6,2000
40003,6,1990
40093,6,2010
40095,6,2000
40069,6,2000
40069,6,1990
40095,6,1990
40095,6,2010
40105,6,2000
40105,6,1990
40105,6,2010
40109,1,2000
40081,1,2000
40081,1,1990
40109,1,1990
40109,1,2010
40111,3,2000
40091,3,2000
40091,3,1990
40111,3,1990
40111,3,2010
40071,3,2000
40071,3,1990
40113,3,2010
40115,5,2000
40035,5,2000
40035,5,1990
40115,5,1990
40115,5,2010
40117,3,2000
40117,3,1990
40117,3,2010
40119,5,2000
40083,5,2000
40083,5,1990
40119,5,1990
40119,5,2010
40121,5,2000
40063,5,2000
40063,5,1990
40121,5,1990
40121,5,2010
40123,5,2000
40029,5,2000
40049,5,2000
40029,5,1990
40049,5,1990
40123,5,1990
40123,5,2010
40133,5,2000
40133,5,1990
40125,5,2010
40131,3,2000
40131,3,1990
40131,3,2010
40137,5,2000
40137,5,1990
40137,5,2010
40007,5,2000
40139,5,2000
40025,5,2000
40007,5,1990
40025,5,1990
40139,5,1990
40139,5,2010
40141,6,2000
40141,6,1990
40141,6,2010
40143,3,2000
40113,3,2000
40113,3,1990
40143,3,1990
40143,3,2010
40145,3,2000
40097,3,2000
40101,3,2000
40097,3,1990
40101,3,1990
40145,3,1990
40145,3,2010
40147,5,2000
40147,5,1990
40147,5,2010
40151,6,2000
40151,6,1990
40151,6,2010
40153,5,2000
40059,5,2000
40059,5,1990
40153,5,1990
40153,5,2010
41041,4,2000
41041,4,1990
41003,4,2010
41047,2,2000
41027,2,2000
41027,2,1990
41047,2,1990
41005,2,2010
41007,5,2000
41007,5,1990
41007,5,2010
41009,2,2000
41009,2,1990
41009,2,2010
41013,4,2000
41037,4,2000
41031,4,2000
41013,4,1990
41031,4,1990
41037,4,1990
41017,4,2010
41011,5,2000
41011,5,1990
41019,5,2010
41029,4,2000
41035,4,2000
41033,4,2000
41029,4,1990
41033,4,1990
41035,4,1990
41029,4,2010
41015,4,2000
41015,4,1990
41033,4,2010
41017,3,2000
41039,3,2000
41003,3,2000
41043,3,2000
41019,3,2000
41003,3,1990
41017,3,1990
41019,3,1990
41039,3,1990
41043,3,1990
41039,3,2010
41045,5,2000
41025,5,2000
41025,5,1990
41045,5,1990
41045,5,2010
41021,5,2000
41021,5,1990
41049,5,2010
41051,1,2000
41005,1,2000
41067,1,2000
41005,1,1990
41051,1,1990
41067,1,1990
41051,1,2010
41055,6,2000
41055,6,1990
41055,6,2010
41057,6,2000
41057,6,1990
41057,6,2010
41059,5,2000
41049,5,2000
41061,5,2000
41023,5,2000
41023,5,1990
41049,5,1990
41059,5,1990
41061,5,1990
41059,5,2010
41063,5,2000
41001,5,2000
41001,5,1990
41063,5,1990
41061,5,2010
41065,5,2000
41069,5,2000
41065,5,1990
41069,5,1990
41065,5,2010
41071,2,2000
41053,2,2000
41053,2,1990
41071,2,1990
41071,2,2010
42003,1,2000
42019,1,2000
42007,1,2000
42129,1,2000
42003,1,1990
42007,1,1990
42019,1,1990
42129,1,1990
42003,1,2010
42005,2,2000
42005,2,1990
42005,2,2010
42073,2,2000
42073,2,1990
42007,2,2010
42107,3,2000
42107,3,1990
42011,3,2010
42061,4,2000
42009,4,2000
42009,4,1990
42061,4,1990
42013,4,2010
42115,5,2000
42131,5,2000
42115,5,1990
42131,5,1990
42015,5,2010
42077,2,2000
42077,2,1990
42017,2,2010
42027,4,2000
42033,4,2000
42013,4,2000
42013,4,1990
42027,4,1990
42033,4,1990
42027,4,2010
42065,5,2000
42065,5,1990
42033,5,2010
42113,4,2000
42113,4,1990
42037,4,2010
42121,5,2000
42121,5,1990
42039,5,2010
42099,3,2000
42055,3,2000
42055,3,1990
42099,3,1990
42041,3,2010
42043,3,2000
42043,3,1990
42043,3,2010
42045,2,2000
42045,2,1990
42045,2,2010
42047,6,2000
42023,6,2000
42023,6,1990
42047,6,1990
42047,6,2010
42049,3,2000
42039,3,2000
42039,3,1990
42049,3,1990
42049,3,2010
42057,4,2000
42057,4,1990
42055,4,2010
42059,6,2000
42059,6,1990
42059,6,2010
42063,5,2000
42063,5,1990
42063,5,2010
42127,3,2000
42127,3,1990
42069,3,2010
42071,3,2000
42075,3,2000
42133,3,2000
42071,3,1990
42075,3,1990
42133,3,1990
42071,3,2010
42025,3,2000
42095,3,2000
42025,3,1990
42095,3,1990
42077,3,2010
42079,3,2000
42069,3,2000
42037,3,2000
42037,3,1990
42069,3,1990
42079,3,1990
42079,3,2010
42081,4,2000
42015,4,2000
42117,4,2000
42035,4,2000
42015,4,1990
42035,4,1990
42081,4,1990
42117,4,1990
42081,4,2010
42083,5,2000
42083,5,1990
42083,5,2010
42085,3,2000
42085,3,1990
42085,3,2010
42087,5,2000
42109,5,2000
42087,5,1990
42109,5,1990
42087,5,2010
42103,4,2000
42103,4,1990
42089,4,2010
42017,2,2000
42029,2,2000
42011,2,2000
42011,2,1990
42017,2,1990
42029,2,1990
42091,2,2010
42089,3,2000
42089,3,1990
42095,3,2010
42097,5,2000
42093,5,2000
42093,5,1990
42097,5,1990
42097,5,2010
42067,3,2000
42067,3,1990
42099,3,2010
42101,1,2000
42091,1,2000
42091,1,1990
42101,1,1990
42101,1,2010
42105,6,2000
42105,6,1990
42117,6,2010
42119,5,2000
42119,5,1990
42119,5,2010
42031,5,2000
42053,5,2000
42031,5,1990
42053,5,1990
42121,5,2010
42123,5,2000
42123,5,1990
42123,5,2010
42125,2,2000
42125,2,1990
42125,2,2010
42051,2,2000
42021,2,2000
42111,2,2000
42021,2,1990
42051,2,1990
42111,2,1990
42129,2,2010
42001,3,2000
42041,3,2000
42001,3,1990
42041,3,1990
42133,3,2010
44001,2,2000
44001,2,1990
44001,2,2010
44003,2,2000
44009,2,2000
44003,2,1990
44009,2,1990
44003,2,2010
44005,2,2000
44005,2,1990
44005,2,2010
44007,1,2000
44007,1,1990
44007,1,2010
45005,6,2000
45005,6,1990
45005,6,2010
45007,3,2000
45073,3,2000
45007,3,1990
45073,3,1990
45007,3,2010
45009,6,2000
45009,6,1990
45009,6,2010
45011,6,2000
45011,6,1990
45011,6,2010
45013,4,2000
45053,4,2000
45013,4,1990
45053,4,1990
45013,4,2010
45019,3,2000
45029,3,2000
45035,3,2000
45015,3,2000
45043,3,2000
45015,3,1990
45019,3,1990
45029,3,1990
45035,3,1990
45043,3,1990
45019,3,2010
45021,5,2000
45021,5,1990
45021,5,2010
45023,2,2000
45023,2,1990
45023,2,2010
45025,6,2000
45025,6,1990
45025,6,2010
45027,6,2000
45027,6,1990
45027,6,2010
45031,4,2000
45031,4,1990
45031,4,2010
45033,6,2000
45033,6,1990
45033,6,2010
45037,3,2000
45037,3,1990
45037,3,2010
45039,3,2000
45039,3,1990
45039,3,2010
45041,4,2000
45041,4,1990
45041,4,2010
45045,3,2000
45045,3,1990
45045,3,2010
45047,5,2000
45001,5,2000
45001,5,1990
45047,5,1990
45047,5,2010
45049,6,2000
45049,6,1990
45049,6,2010
45051,3,2000
45051,3,1990
45051,3,2010
45055,3,2000
45055,3,1990
45055,3,2010
45059,3,2000
45059,3,1990
45059,3,2010
45017,3,2000
45071,3,2000
45081,3,2000
45003,3,2000
45003,3,1990
45017,3,1990
45071,3,1990
45081,3,1990
45063,3,2010
45065,6,2000
45065,6,1990
45065,6,2010
45067,6,2000
45067,6,1990
45067,6,2010
45069,5,2000
45069,5,1990
45069,5,2010
45075,5,2000
45075,5,1990
45075,5,2010
45077,3,2000
45077,3,1990
45077,3,2010
45079,3,2000
45063,3,2000
45063,3,1990
45079,3,1990
45079,3,2010
45083,3,2000
45083,3,1990
45083,3,2010
45085,4,2000
45061,4,2000
45061,4,1990
45085,4,1990
45085,4,2010
45087,3,2000
45087,3,1990
45087,3,2010
45089,6,2000
45089,6,1990
45089,6,2010
45091,2,2000
45057,2,2000
45057,2,1990
45091,2,1990
45091,2,2010
46003,6,2000
46003,6,1990
46003,6,2010
46005,5,2000
46005,5,1990
46005,5,2010
46007,6,2000
46007,6,1990
46007,6,2010
46009,6,2000
46009,6,1990
46009,6,2010
46011,5,2000
46039,5,2000
46011,5,1990
46039,5,1990
46011,5,2010
46013,5,2000
46013,5,1990
46013,5,2010
46015,6,2000
46015,6,1990
46015,6,2010
46017,6,2000
46017,6,1990
46017,6,2010
46021,6,2000
46021,6,1990
46021,6,2010
46023,6,2000
46023,6,1990
46023,6,2010
46025,6,2000
46025,6,1990
46025,6,2010
46027,5,2000
46027,5,1990
46027,5,2010
46029,5,2000
46029,5,1990
46029,5,2010
46105,6,2000
46031,6,2000
46031,6,1990
46105,6,1990
46031,6,2010
46033,4,2000
46033,4,1990
46033,4,2010
46035,5,2000
46035,5,1990
46035,5,2010
46037,6,2000
46037,6,1990
46037,6,2010
46041,6,2000
46041,6,1990
46041,6,2010
46043,6,2000
46043,6,1990
46043,6,2010
46049,5,2000
46089,5,2000
46049,5,1990
46089,5,1990
46045,5,2010
46047,6,2000
46047,6,1990
46047,6,2010
46051,6,2000
46051,6,1990
46051,6,2010
46053,6,2000
46053,6,1990
46053,6,2010
46057,6,2000
46057,6,1990
46057,6,2010
46059,6,2000
46059,6,1990
46059,6,2010
46061,5,2000
46061,5,1990
46061,5,2010
46063,6,2000
46063,6,1990
46063,6,2010
46117,5,2000
46065,5,2000
46069,5,2000
46065,5,1990
46069,5,1990
46117,5,1990
46065,5,2010
46067,6,2000
46067,6,1990
46067,6,2010
46071,6,2000
46071,6,1990
46071,6,2010
46073,6,2000
46073,6,1990
46073,6,2010
46077,6,2000
46077,6,1990
46077,6,2010
46079,6,2000
46079,6,1990
46079,6,2010
46081,5,2000
46081,5,1990
46081,5,2010
46083,4,2000
46125,4,2000
46083,4,1990
46125,4,1990
46083,4,2010
46085,6,2000
46085,6,1990
46085,6,2010
46087,4,2000
46087,4,1990
46087,4,2010
46091,6,2000
46091,6,1990
46091,6,2010
46093,4,2000
46019,4,2000
46019,4,1990
46093,4,1990
46093,4,2010
46075,6,2000
46075,6,1990
46095,6,2010
46111,6,2000
46097,6,2000
46097,6,1990
46111,6,1990
46097,6,2010
46099,4,2000
46099,4,1990
46099,4,2010
46101,6,2000
46101,6,1990
46101,6,2010
46102,6,1990
46102,6,2000
46102,6,2010
46103,4,2000
46103,4,1990
46103,4,2010
46137,6,2000
46137,6,1990
46105,6,2010
46107,6,2000
46107,6,1990
46107,6,2010
46109,6,2000
46109,6,1990
46109,6,2010
46113,6,2000
46113,6,1990
46113,6,2010
46115,6,2000
46115,6,1990
46115,6,2010
46055,5,2000
46055,5,1990
46117,5,2010
46119,5,2000
46119,5,1990
46119,5,2010
46121,6,2000
46121,6,1990
46121,6,2010
46123,6,2000
46095,6,2000
46095,6,1990
46123,6,1990
46123,6,2010
46127,4,2000
46127,4,1990
46127,4,2010
46129,6,2000
46045,6,2000
46045,6,1990
46129,6,1990
46129,6,2010
46135,5,2000
46135,5,1990
46135,5,2010
47001,3,2000
47129,3,2000
47001,3,1990
47129,3,1990
47001,3,2010
47117,5,2000
47117,5,1990
47003,5,2010
47005,6,2000
47005,6,1990
47005,6,2010
47007,6,2000
47007,6,1990
47007,6,2010
47009,3,2000
47009,3,1990
47009,3,2010
47013,3,2000
47013,3,1990
47013,3,2010
47015,2,2000
47015,2,1990
47015,2,2010
47017,6,2000
47017,6,1990
47017,6,2010
47019,4,2000
47019,4,1990
47019,4,2010
47025,6,2000
47025,6,1990
47025,6,2010
47027,6,2000
47027,6,1990
47027,6,2010
47031,5,2000
47177,5,2000
47003,5,2000
47061,5,2000
47003,5,1990
47031,5,1990
47061,5,1990
47177,5,1990
47031,5,2010
47033,4,2000
47033,4,1990
47033,4,2010
47035,5,2000
47049,5,2000
47185,5,2000
47035,5,1990
47049,5,1990
47185,5,1990
47035,5,2010
47037,1,2000
47147,1,2000
47165,1,2000
47189,1,2000
47021,1,2000
47021,1,1990
47037,1,1990
47147,1,1990
47165,1,1990
47189,1,1990
47037,1,2010
47039,6,2000
47039,6,1990
47039,6,2010
47043,2,2000
47043,2,1990
47043,2,2010
47045,5,2000
47045,5,1990
47045,5,2010
47047,2,2000
47047,2,1990
47047,2,2010
47137,6,2000
47137,6,1990
47049,6,2010
47051,5,2000
47051,5,1990
47051,5,2010
47053,6,2000
47053,6,1990
47053,6,2010
47055,6,2000
47055,6,1990
47055,6,2010
47057,3,2000
47057,3,1990
47057,3,2010
47059,5,2000
47029,5,2000
47029,5,1990
47059,5,1990
47059,5,2010
47063,4,2000
47063,4,1990
47063,4,2010
47065,3,2000
47121,3,2000
47143,3,2000
47011,3,2000
47011,3,1990
47065,3,1990
47121,3,1990
47143,3,1990
47065,3,2010
47069,6,2000
47069,6,1990
47069,6,2010
47071,6,2000
47071,6,1990
47071,6,2010
47073,3,2000
47067,3,2000
47067,3,1990
47073,3,1990
47073,3,2010
47075,6,2000
47075,6,1990
47075,6,2010
47077,6,2000
47077,6,1990
47077,6,2010
47079,5,2000
47079,5,1990
47079,5,2010
47085,2,2000
47085,2,1990
47081,2,2010
47083,6,2000
47083,6,1990
47083,6,2010
47089,4,2000
47089,4,1990
47089,4,2010
47091,6,2000
47091,6,1990
47091,6,2010
47093,3,2000
47093,3,1990
47093,3,2010
47095,6,2000
47095,6,1990
47095,6,2010
47097,6,2000
47097,6,1990
47097,6,2010
47099,5,2000
47099,5,1990
47099,5,2010
47101,6,2000
47101,6,1990
47101,6,2010
47103,6,2000
47127,6,2000
47103,6,1990
47127,6,1990
47103,6,2010
47123,3,2000
47123,3,1990
47105,3,2010
47107,5,2000
47107,5,1990
47107,5,2010
47023,6,2000
47109,6,2000
47023,6,1990
47109,6,1990
47109,6,2010
47111,2,2000
47111,2,1990
47111,2,2010
47113,4,2000
47113,4,1990
47113,4,2010
47115,3,2000
47115,3,1990
47115,3,2010
47119,2,2000
47081,2,2000
47081,2,1990
47119,2,1990
47119,2,2010
47125,3,2000
47125,3,1990
47125,3,2010
47131,5,2000
47131,5,1990
47131,5,2010
47135,6,2000
47135,6,1990
47135,6,2010
47139,4,2000
47139,4,1990
47139,4,2010
47133,5,2000
47141,5,2000
47087,5,2000
47041,5,2000
47041,5,1990
47087,5,1990
47133,5,1990
47141,5,1990
47141,5,2010
47145,3,2000
47105,3,2000
47105,3,1990
47145,3,1990
47145,3,2010
47149,2,2000
47149,2,1990
47149,2,2010
47151,6,2000
47151,6,1990
47151,6,2010
47153,3,2000
47153,3,1990
47153,3,2010
47155,5,2000
47155,5,1990
47155,5,2010
47157,1,2000
47157,1,1990
47157,1,2010
47161,6,2000
47161,6,1990
47161,6,2010
47163,3,2000
47163,3,1990
47163,3,2010
47167,2,2000
47167,2,1990
47167,2,2010
47169,2,2000
47169,2,1990
47169,2,2010
47171,4,2000
47171,4,1990
47171,4,2010
47173,3,2000
47173,3,1990
47173,3,2010
47175,6,2000
47175,6,1990
47175,6,2010
47179,4,2000
47179,4,1990
47179,4,2010
47181,6,2000
47181,6,1990
47181,6,2010
47183,5,2000
47183,5,1990
47183,5,2010
47187,2,2000
47187,2,1990
47187,2,2010
47159,2,2000
47159,2,1990
47189,2,2010
48001,5,2000
48001,5,1990
48001,5,2010
48003,5,2000
48003,5,1990
48003,5,2010
48005,5,2000
48005,5,1990
48005,5,2010
48007,3,2000
48391,3,2000
48007,3,1990
48391,3,1990
48007,3,2010
48009,4,2000
48009,4,1990
48009,4,2010
48017,6,2000
48017,6,1990
48017,6,2010
48019,2,2000
48019,2,1990
48019,2,2010
48021,2,2000
48021,2,1990
48021,2,2010
48023,6,2000
48023,6,1990
48023,6,2010
48025,5,2000
48297,5,2000
48025,5,1990
48297,5,1990
48025,5,2010
