Year,Race,Hispanic.Origin,Nation,measure,attr,mean,lower,upper,source,overall_value,Population,measure2
2004,Asian or Pacific Islander,Not Hispanic or Latino,us,Deaths,attributable,939.088229214367,722.736317769582,1238.97602774066,wonder,39666,13406530,absolute number
2004,Asian or Pacific Islander,Not Hispanic or Latino,us,YLL,attributable,22132.3864238397,17165.7854606846,29108.0869236836,wonder,997893.820857376,13406530,absolute number
2004,Black or African American,All Origins,us,age-adjusted Death,attributable,681.262866666083,528.429713840328,886.040165496466,wonder,27144.6625298513,38738798,absolute number
2004,Black or African American,All Origins,us,Deaths,attributable,6778.471610119,5237.27965178719,8781.73091059472,wonder,287251,38738798,absolute number
2004,Black or African American,All Origins,us,YLL,attributable,182769.727317115,141786.917113796,237250.804835539,wonder,8532800.83056947,38738798,absolute number
2004,Black or African American,Hispanic or Latino,us,age-adjusted Death,attributable,3.98233415206016,3.04288455708486,5.21712338382007,wonder,183.1896190198,1889807,absolute number
2004,Black or African American,Hispanic or Latino,us,Deaths,attributable,40.2471125200819,30.3958000062978,52.1730661068698,wonder,1976,1889807,absolute number
2004,Black or African American,Hispanic or Latino,us,YLL,attributable,1088.86844457689,835.705057157041,1424.68522049339,wonder,73023.903014365,1889807,absolute number
2004,Black or African American,Not Hispanic or Latino,us,age-adjusted Death,attributable,687.475616466528,531.822696247759,894.701628331373,wonder,26821.1443580208,36848991,absolute number
2004,Black or African American,Not Hispanic or Latino,us,Deaths,attributable,6879.75102729809,5320.5994676239,8996.75067076551,wonder,283825,36848991,absolute number
2004,Black or African American,Not Hispanic or Latino,us,YLL,attributable,184015.150695363,142373.336688498,238716.98738566,wonder,8410344.1892204,36848991,absolute number
2004,White,All Origins,us,age-adjusted Death,attributable,3570.34288683587,2633.92676726265,4907.44380765425,wonder,161462.932748796,236670034,absolute number
2004,White,All Origins,us,Deaths,attributable,42577.6985179604,31195.5697360842,57808.0851467968,wonder,2056374,236670034,absolute number
2004,White,All Origins,us,YLL,attributable,910972.804440982,671101.1185826,1251239.63243172,wonder,43964761.6592795,236670034,absolute number
2004,White,Hispanic or Latino,us,age-adjusted Death,attributable,203.090756542594,152.491284499643,269.761424969874,wonder,11005.0839313816,38050131,absolute number
2004,White,Hispanic or Latino,us,Deaths,attributable,2169.68298412776,1608.83496912824,2869.38398371015,wonder,119226,38050131,absolute number
2004,White,Hispanic or Latino,us,YLL,attributable,54964.407994484,41542.7689056642,72679.6450767675,wonder,3797991.83293104,38050131,absolute number
2004,White,Not Hispanic or Latino,us,age-adjusted Death,attributable,3359.46145428295,2475.41144128054,4627.0786404724,wonder,150118.794630495,198619903,absolute number
2004,White,Not Hispanic or Latino,us,Deaths,attributable,40321.507875447,29498.5030632541,54829.4303960424,wonder,1933269,198619903,absolute number
2004,White,Not Hispanic or Latino,us,YLL,attributable,854052.698831297,628064.463891958,1175854.41867491,wonder,40062764.2040311,198619903,absolute number
2005,American Indian or Alaska Native,All Origins,us,age-adjusted Death,attributable,22.2409699373971,16.1317681039887,31.1177251835109,wonder,1417.94367900856,3554356,absolute number
2005,American Indian or Alaska Native,All Origins,us,Deaths,attributable,216.984253645865,156.991553336898,301.700013095241,wonder,13916,3554356,absolute number
2005,American Indian or Alaska Native,All Origins,us,YLL,attributable,5977.9067919457,4336.24247696726,8356.23624323724,wonder,465019.403491811,3554356,absolute number
