"Year","replacecolumns","from","to"
2002,"label_cause","P236","resp_copd"
2003,"label_cause","P236","resp_copd"
2000,"label_cause","U046","resp_copd"
2001,"label_cause","U046","resp_copd"
2002,"label_cause","U046","resp_copd"
2003,"label_cause","U046","resp_copd"
2000,"label_cause","E116","t2_dm"
2001,"label_cause","E116","t2_dm"
2002,"label_cause","E116","t2_dm"
2003,"label_cause","E116","t2_dm"
2000,"label_cause","I207","cvd_ihd"
2001,"label_cause","I207","cvd_ihd"
2002,"label_cause","I207","cvd_ihd"
2003,"label_cause","I207","cvd_ihd"
2000,"label_cause","I217","cvd_ihd"
2001,"label_cause","I217","cvd_ihd"
2002,"label_cause","I217","cvd_ihd"
2003,"label_cause","I217","cvd_ihd"
2000,"label_cause","I227","cvd_ihd"
2001,"label_cause","I227","cvd_ihd"
2002,"label_cause","I227","cvd_ihd"
2003,"label_cause","I227","cvd_ihd"
2000,"label_cause","I237","cvd_ihd"
2001,"label_cause","I237","cvd_ihd"
2002,"label_cause","I237","cvd_ihd"
2003,"label_cause","I237","cvd_ihd"
2000,"label_cause","I247","cvd_ihd"
2001,"label_cause","I247","cvd_ihd"
2002,"label_cause","I247","cvd_ihd"
2003,"label_cause","I247","cvd_ihd"
2000,"label_cause","I257","cvd_ihd"
2001,"label_cause","I257","cvd_ihd"
2002,"label_cause","I257","cvd_ihd"
2003,"label_cause","I257","cvd_ihd"
2000,"label_cause","G457","cvd_stroke"
2001,"label_cause","G457","cvd_stroke"
2002,"label_cause","G457","cvd_stroke"
2003,"label_cause","G457","cvd_stroke"
2000,"label_cause","G467","cvd_stroke"
2001,"label_cause","G467","cvd_stroke"
2002,"label_cause","G467","cvd_stroke"
2003,"label_cause","G467","cvd_stroke"
2000,"label_cause","I617","cvd_stroke"
2001,"label_cause","I617","cvd_stroke"
2002,"label_cause","I617","cvd_stroke"
2003,"label_cause","I617","cvd_stroke"
2000,"label_cause","I627","cvd_stroke"
2001,"label_cause","I627","cvd_stroke"
2002,"label_cause","I627","cvd_stroke"
2003,"label_cause","I627","cvd_stroke"
2000,"label_cause","I637","cvd_stroke"
2001,"label_cause","I637","cvd_stroke"
2002,"label_cause","I637","cvd_stroke"
2003,"label_cause","I637","cvd_stroke"
2000,"label_cause","I657","cvd_stroke"
2001,"label_cause","I657","cvd_stroke"
2002,"label_cause","I657","cvd_stroke"
2003,"label_cause","I657","cvd_stroke"
2000,"label_cause","I667","cvd_stroke"
2001,"label_cause","I667","cvd_stroke"
2002,"label_cause","I667","cvd_stroke"
2003,"label_cause","I667","cvd_stroke"
2000,"label_cause","I677","cvd_stroke"
2001,"label_cause","I677","cvd_stroke"
2002,"label_cause","I677","cvd_stroke"
2003,"label_cause","I677","cvd_stroke"
2000,"label_cause","I687","cvd_stroke"
2001,"label_cause","I687","cvd_stroke"
2002,"label_cause","I687","cvd_stroke"
2003,"label_cause","I687","cvd_stroke"
2000,"label_cause","I697","cvd_stroke"
2001,"label_cause","I697","cvd_stroke"
2002,"label_cause","I697","cvd_stroke"
2003,"label_cause","I697","cvd_stroke"
2000,"label_cause","C337","neo_lung"
2001,"label_cause","C337","neo_lung"
2002,"label_cause","C337","neo_lung"
2003,"label_cause","C337","neo_lung"
2000,"label_cause","C347","neo_lung"
2001,"label_cause","C347","neo_lung"
2002,"label_cause","C347","neo_lung"
2003,"label_cause","C347","neo_lung"
2000,"label_cause","D027","neo_lung"
2001,"label_cause","D027","neo_lung"
2002,"label_cause","D027","neo_lung"
2003,"label_cause","D027","neo_lung"
2000,"label_cause","D147","neo_lung"
2001,"label_cause","D147","neo_lung"
2002,"label_cause","D147","neo_lung"
2003,"label_cause","D147","neo_lung"
2000,"label_cause","D387","neo_lung"
2001,"label_cause","D387","neo_lung"
2002,"label_cause","D387","neo_lung"
2003,"label_cause","D387","neo_lung"
2000,"label_cause","J417","resp_copd"
2001,"label_cause","J417","resp_copd"
2002,"label_cause","J417","resp_copd"
2003,"label_cause","J417","resp_copd"
2000,"label_cause","J427","resp_copd"
2001,"label_cause","J427","resp_copd"
2002,"label_cause","J427","resp_copd"
2003,"label_cause","J427","resp_copd"
2000,"label_cause","J437","resp_copd"
2001,"label_cause","J437","resp_copd"
2002,"label_cause","J437","resp_copd"
2003,"label_cause","J437","resp_copd"
2000,"label_cause","J447","resp_copd"
2001,"label_cause","J447","resp_copd"
2002,"label_cause","J447","resp_copd"
2003,"label_cause","J447","resp_copd"
2000,"label_cause","A487","resp_copd"
2001,"label_cause","A487","resp_copd"
2002,"label_cause","A487","resp_copd"
2003,"label_cause","A487","resp_copd"
2000,"label_cause","A707","resp_copd"
2001,"label_cause","A707","resp_copd"
2002,"label_cause","A707","resp_copd"
2003,"label_cause","A707","resp_copd"
2000,"label_cause","B977","resp_copd"
2001,"label_cause","B977","resp_copd"
2002,"label_cause","B977","resp_copd"
2003,"label_cause","B977","resp_copd"
2000,"label_cause","J097","resp_copd"
2001,"label_cause","J097","resp_copd"
2002,"label_cause","J097","resp_copd"
2003,"label_cause","J097","resp_copd"
2000,"label_cause","J107","resp_copd"
2001,"label_cause","J107","resp_copd"
2002,"label_cause","J107","resp_copd"
2003,"label_cause","J107","resp_copd"
2000,"label_cause","J117","resp_copd"
2001,"label_cause","J117","resp_copd"
2002,"label_cause","J117","resp_copd"
2003,"label_cause","J117","resp_copd"
2000,"label_cause","J127","resp_copd"
2001,"label_cause","J127","resp_copd"
2002,"label_cause","J127","resp_copd"
2003,"label_cause","J127","resp_copd"
2000,"label_cause","J137","resp_copd"
2001,"label_cause","J137","resp_copd"
2002,"label_cause","J137","resp_copd"
2003,"label_cause","J137","resp_copd"
2000,"label_cause","J147","resp_copd"
2001,"label_cause","J147","resp_copd"
2002,"label_cause","J147","resp_copd"
2003,"label_cause","J147","resp_copd"
2000,"label_cause","J157","resp_copd"
2001,"label_cause","J157","resp_copd"
2002,"label_cause","J157","resp_copd"
2003,"label_cause","J157","resp_copd"
2000,"label_cause","J167","resp_copd"
2001,"label_cause","J167","resp_copd"
2002,"label_cause","J167","resp_copd"
2003,"label_cause","J167","resp_copd"
2000,"label_cause","J207","resp_copd"
2001,"label_cause","J207","resp_copd"
2002,"label_cause","J207","resp_copd"
2003,"label_cause","J207","resp_copd"
2000,"label_cause","J217","resp_copd"
2001,"label_cause","J217","resp_copd"
2002,"label_cause","J217","resp_copd"
2003,"label_cause","J217","resp_copd"
2000,"label_cause","P237","resp_copd"
2001,"label_cause","P237","resp_copd"
2002,"label_cause","P237","resp_copd"
2003,"label_cause","P237","resp_copd"
2000,"label_cause","U047","resp_copd"
2001,"label_cause","U047","resp_copd"
2002,"label_cause","U047","resp_copd"
2003,"label_cause","U047","resp_copd"
2000,"label_cause","E117","t2_dm"
2001,"label_cause","E117","t2_dm"
2002,"label_cause","E117","t2_dm"
2003,"label_cause","E117","t2_dm"
2000,"label_cause","I208","cvd_ihd"
2001,"label_cause","I208","cvd_ihd"
2002,"label_cause","I208","cvd_ihd"
2003,"label_cause","I208","cvd_ihd"
2000,"label_cause","I218","cvd_ihd"
2001,"label_cause","I218","cvd_ihd"
2002,"label_cause","I218","cvd_ihd"
2003,"label_cause","I218","cvd_ihd"
2000,"label_cause","I228","cvd_ihd"
2001,"label_cause","I228","cvd_ihd"
2002,"label_cause","I228","cvd_ihd"
2003,"label_cause","I228","cvd_ihd"
2000,"label_cause","I238","cvd_ihd"
2001,"label_cause","I238","cvd_ihd"
2002,"label_cause","I238","cvd_ihd"
2003,"label_cause","I238","cvd_ihd"
2000,"label_cause","I248","cvd_ihd"
2001,"label_cause","I248","cvd_ihd"
2002,"label_cause","I248","cvd_ihd"
2003,"label_cause","I248","cvd_ihd"
2000,"label_cause","I258","cvd_ihd"
2001,"label_cause","I258","cvd_ihd"
2002,"label_cause","I258","cvd_ihd"
2003,"label_cause","I258","cvd_ihd"
2000,"label_cause","G458","cvd_stroke"
2001,"label_cause","G458","cvd_stroke"
2002,"label_cause","G458","cvd_stroke"
2003,"label_cause","G458","cvd_stroke"
2000,"label_cause","G468","cvd_stroke"
2001,"label_cause","G468","cvd_stroke"
2002,"label_cause","G468","cvd_stroke"
2003,"label_cause","G468","cvd_stroke"
2000,"label_cause","I618","cvd_stroke"
2001,"label_cause","I618","cvd_stroke"
2002,"label_cause","I618","cvd_stroke"
2003,"label_cause","I618","cvd_stroke"
2000,"label_cause","I628","cvd_stroke"
2001,"label_cause","I628","cvd_stroke"
2002,"label_cause","I628","cvd_stroke"
2003,"label_cause","I628","cvd_stroke"
2000,"label_cause","I638","cvd_stroke"
2001,"label_cause","I638","cvd_stroke"
2002,"label_cause","I638","cvd_stroke"
2003,"label_cause","I638","cvd_stroke"
2000,"label_cause","I658","cvd_stroke"
2001,"label_cause","I658","cvd_stroke"
2002,"label_cause","I658","cvd_stroke"
2003,"label_cause","I658","cvd_stroke"
2000,"label_cause","I668","cvd_stroke"
2001,"label_cause","I668","cvd_stroke"
2002,"label_cause","I668","cvd_stroke"
2003,"label_cause","I668","cvd_stroke"
2000,"label_cause","I678","cvd_stroke"
2001,"label_cause","I678","cvd_stroke"
2002,"label_cause","I678","cvd_stroke"
2003,"label_cause","I678","cvd_stroke"
2000,"label_cause","I688","cvd_stroke"
2001,"label_cause","I688","cvd_stroke"
2002,"label_cause","I688","cvd_stroke"
2003,"label_cause","I688","cvd_stroke"
2000,"label_cause","I698","cvd_stroke"
2001,"label_cause","I698","cvd_stroke"
2002,"label_cause","I698","cvd_stroke"
2003,"label_cause","I698","cvd_stroke"
2000,"label_cause","C338","neo_lung"
2001,"label_cause","C338","neo_lung"
2002,"label_cause","C338","neo_lung"
2003,"label_cause","C338","neo_lung"
2000,"label_cause","C348","neo_lung"
2001,"label_cause","C348","neo_lung"
2002,"label_cause","C348","neo_lung"
2003,"label_cause","C348","neo_lung"
2000,"label_cause","D028","neo_lung"
2001,"label_cause","D028","neo_lung"
2002,"label_cause","D028","neo_lung"
2003,"label_cause","D028","neo_lung"
2000,"label_cause","D148","neo_lung"
2001,"label_cause","D148","neo_lung"
2002,"label_cause","D148","neo_lung"
2003,"label_cause","D148","neo_lung"
2000,"label_cause","D388","neo_lung"
2001,"label_cause","D388","neo_lung"
2002,"label_cause","D388","neo_lung"
2003,"label_cause","D388","neo_lung"
2000,"label_cause","J418","resp_copd"
2001,"label_cause","J418","resp_copd"
2002,"label_cause","J418","resp_copd"
2003,"label_cause","J418","resp_copd"
2000,"label_cause","J428","resp_copd"
2001,"label_cause","J428","resp_copd"
2002,"label_cause","J428","resp_copd"
2003,"label_cause","J428","resp_copd"
2000,"label_cause","J438","resp_copd"
2001,"label_cause","J438","resp_copd"
2002,"label_cause","J438","resp_copd"
2003,"label_cause","J438","resp_copd"
2000,"label_cause","J448","resp_copd"
2001,"label_cause","J448","resp_copd"
2002,"label_cause","J448","resp_copd"
2003,"label_cause","J448","resp_copd"
2000,"label_cause","A488","resp_copd"
2001,"label_cause","A488","resp_copd"
2002,"label_cause","A488","resp_copd"
2003,"label_cause","A488","resp_copd"
2000,"label_cause","A708","resp_copd"
2001,"label_cause","A708","resp_copd"
2002,"label_cause","A708","resp_copd"
2003,"label_cause","A708","resp_copd"
2000,"label_cause","B978","resp_copd"
2001,"label_cause","B978","resp_copd"
2002,"label_cause","B978","resp_copd"
2003,"label_cause","B978","resp_copd"
2000,"label_cause","J098","resp_copd"
2001,"label_cause","J098","resp_copd"
2002,"label_cause","J098","resp_copd"
2003,"label_cause","J098","resp_copd"
2000,"label_cause","J108","resp_copd"
2001,"label_cause","J108","resp_copd"
2002,"label_cause","J108","resp_copd"
2003,"label_cause","J108","resp_copd"
2000,"label_cause","J118","resp_copd"
2001,"label_cause","J118","resp_copd"
2002,"label_cause","J118","resp_copd"
2003,"label_cause","J118","resp_copd"
2000,"label_cause","J128","resp_copd"
2001,"label_cause","J128","resp_copd"
2002,"label_cause","J128","resp_copd"
2003,"label_cause","J128","resp_copd"
2000,"label_cause","J138","resp_copd"
2001,"label_cause","J138","resp_copd"
2002,"label_cause","J138","resp_copd"
2003,"label_cause","J138","resp_copd"
2000,"label_cause","J148","resp_copd"
2001,"label_cause","J148","resp_copd"
2002,"label_cause","J148","resp_copd"
2003,"label_cause","J148","resp_copd"
2000,"label_cause","J158","resp_copd"
2001,"label_cause","J158","resp_copd"
2002,"label_cause","J158","resp_copd"
2003,"label_cause","J158","resp_copd"
2000,"label_cause","J168","resp_copd"
2001,"label_cause","J168","resp_copd"
2002,"label_cause","J168","resp_copd"
2003,"label_cause","J168","resp_copd"
2000,"label_cause","J208","resp_copd"
2001,"label_cause","J208","resp_copd"
2002,"label_cause","J208","resp_copd"
2003,"label_cause","J208","resp_copd"
2000,"label_cause","J218","resp_copd"
2001,"label_cause","J218","resp_copd"
2002,"label_cause","J218","resp_copd"
2003,"label_cause","J218","resp_copd"
2000,"label_cause","P238","resp_copd"
2001,"label_cause","P238","resp_copd"
2002,"label_cause","P238","resp_copd"
2003,"label_cause","P238","resp_copd"
2000,"label_cause","U048","resp_copd"
2001,"label_cause","U048","resp_copd"
2002,"label_cause","U048","resp_copd"
2003,"label_cause","U048","resp_copd"
2000,"label_cause","E118","t2_dm"
2001,"label_cause","E118","t2_dm"
2002,"label_cause","E118","t2_dm"
2003,"label_cause","E118","t2_dm"
2000,"label_cause","I209","cvd_ihd"
2001,"label_cause","I209","cvd_ihd"
2002,"label_cause","I209","cvd_ihd"
2003,"label_cause","I209","cvd_ihd"
2000,"label_cause","I219","cvd_ihd"
2001,"label_cause","I219","cvd_ihd"
2002,"label_cause","I219","cvd_ihd"
2003,"label_cause","I219","cvd_ihd"
2000,"label_cause","I229","cvd_ihd"
2001,"label_cause","I229","cvd_ihd"
2002,"label_cause","I229","cvd_ihd"
2003,"label_cause","I229","cvd_ihd"
2000,"label_cause","I239","cvd_ihd"
2001,"label_cause","I239","cvd_ihd"
2002,"label_cause","I239","cvd_ihd"
2003,"label_cause","I239","cvd_ihd"
2000,"label_cause","I249","cvd_ihd"
2001,"label_cause","I249","cvd_ihd"
2002,"label_cause","I249","cvd_ihd"
2003,"label_cause","I249","cvd_ihd"
2000,"label_cause","I259","cvd_ihd"
2001,"label_cause","I259","cvd_ihd"
2002,"label_cause","I259","cvd_ihd"
2003,"label_cause","I259","cvd_ihd"
2000,"label_cause","G459","cvd_stroke"
2001,"label_cause","G459","cvd_stroke"
2002,"label_cause","G459","cvd_stroke"
2003,"label_cause","G459","cvd_stroke"
2000,"label_cause","G469","cvd_stroke"
2001,"label_cause","G469","cvd_stroke"
2002,"label_cause","G469","cvd_stroke"
2003,"label_cause","G469","cvd_stroke"
2000,"label_cause","I619","cvd_stroke"
2001,"label_cause","I619","cvd_stroke"
2002,"label_cause","I619","cvd_stroke"
2003,"label_cause","I619","cvd_stroke"
2000,"label_cause","I629","cvd_stroke"
2001,"label_cause","I629","cvd_stroke"
2002,"label_cause","I629","cvd_stroke"
2003,"label_cause","I629","cvd_stroke"
2000,"label_cause","I639","cvd_stroke"
2001,"label_cause","I639","cvd_stroke"
2002,"label_cause","I639","cvd_stroke"
2003,"label_cause","I639","cvd_stroke"
2000,"label_cause","I659","cvd_stroke"
2001,"label_cause","I659","cvd_stroke"
2002,"label_cause","I659","cvd_stroke"
2003,"label_cause","I659","cvd_stroke"
2000,"label_cause","I669","cvd_stroke"
2001,"label_cause","I669","cvd_stroke"
2002,"label_cause","I669","cvd_stroke"
2003,"label_cause","I669","cvd_stroke"
2000,"label_cause","I679","cvd_stroke"
2001,"label_cause","I679","cvd_stroke"
2002,"label_cause","I679","cvd_stroke"
2003,"label_cause","I679","cvd_stroke"
2000,"label_cause","I689","cvd_stroke"
2001,"label_cause","I689","cvd_stroke"
2002,"label_cause","I689","cvd_stroke"
2003,"label_cause","I689","cvd_stroke"
2000,"label_cause","I699","cvd_stroke"
2001,"label_cause","I699","cvd_stroke"
2002,"label_cause","I699","cvd_stroke"
2003,"label_cause","I699","cvd_stroke"
2000,"label_cause","C339","neo_lung"
2001,"label_cause","C339","neo_lung"
2002,"label_cause","C339","neo_lung"
2003,"label_cause","C339","neo_lung"
2000,"label_cause","C349","neo_lung"
2001,"label_cause","C349","neo_lung"
2002,"label_cause","C349","neo_lung"
2003,"label_cause","C349","neo_lung"
2000,"label_cause","D029","neo_lung"
2001,"label_cause","D029","neo_lung"
2002,"label_cause","D029","neo_lung"
2003,"label_cause","D029","neo_lung"
2000,"label_cause","D149","neo_lung"
2001,"label_cause","D149","neo_lung"
2002,"label_cause","D149","neo_lung"
2003,"label_cause","D149","neo_lung"
2000,"label_cause","D389","neo_lung"
2001,"label_cause","D389","neo_lung"
2002,"label_cause","D389","neo_lung"
2003,"label_cause","D389","neo_lung"
2000,"label_cause","J419","resp_copd"
2001,"label_cause","J419","resp_copd"
2002,"label_cause","J419","resp_copd"
2003,"label_cause","J419","resp_copd"
2000,"label_cause","J429","resp_copd"
2001,"label_cause","J429","resp_copd"
2002,"label_cause","J429","resp_copd"
2003,"label_cause","J429","resp_copd"
2000,"label_cause","J439","resp_copd"
2001,"label_cause","J439","resp_copd"
2002,"label_cause","J439","resp_copd"
2003,"label_cause","J439","resp_copd"
2000,"label_cause","J449","resp_copd"
2001,"label_cause","J449","resp_copd"
2002,"label_cause","J449","resp_copd"
2003,"label_cause","J449","resp_copd"
2000,"label_cause","A489","resp_copd"
2001,"label_cause","A489","resp_copd"
2002,"label_cause","A489","resp_copd"
2003,"label_cause","A489","resp_copd"
2000,"label_cause","A709","resp_copd"
2001,"label_cause","A709","resp_copd"
2002,"label_cause","A709","resp_copd"
2003,"label_cause","A709","resp_copd"
2000,"label_cause","B979","resp_copd"
2001,"label_cause","B979","resp_copd"
2002,"label_cause","B979","resp_copd"
2003,"label_cause","B979","resp_copd"
2000,"label_cause","J099","resp_copd"
2001,"label_cause","J099","resp_copd"
2002,"label_cause","J099","resp_copd"
2003,"label_cause","J099","resp_copd"
2000,"label_cause","J109","resp_copd"
2001,"label_cause","J109","resp_copd"
2002,"label_cause","J109","resp_copd"
2003,"label_cause","J109","resp_copd"
2000,"label_cause","J119","resp_copd"
2001,"label_cause","J119","resp_copd"
2002,"label_cause","J119","resp_copd"
2003,"label_cause","J119","resp_copd"
2000,"label_cause","J129","resp_copd"
2001,"label_cause","J129","resp_copd"
2002,"label_cause","J129","resp_copd"
2003,"label_cause","J129","resp_copd"
2000,"label_cause","J139","resp_copd"
2001,"label_cause","J139","resp_copd"
2002,"label_cause","J139","resp_copd"
2003,"label_cause","J139","resp_copd"
2000,"label_cause","J149","resp_copd"
2001,"label_cause","J149","resp_copd"
2002,"label_cause","J149","resp_copd"
2003,"label_cause","J149","resp_copd"
2000,"label_cause","J159","resp_copd"
2001,"label_cause","J159","resp_copd"
2002,"label_cause","J159","resp_copd"
2003,"label_cause","J159","resp_copd"
2000,"label_cause","J169","resp_copd"
2001,"label_cause","J169","resp_copd"
2002,"label_cause","J169","resp_copd"
2003,"label_cause","J169","resp_copd"
2000,"label_cause","J209","resp_copd"
2001,"label_cause","J209","resp_copd"
2002,"label_cause","J209","resp_copd"
2003,"label_cause","J209","resp_copd"
2000,"label_cause","J219","resp_copd"
2001,"label_cause","J219","resp_copd"
2002,"label_cause","J219","resp_copd"
2003,"label_cause","J219","resp_copd"
2000,"label_cause","P239","resp_copd"
2001,"label_cause","P239","resp_copd"
2002,"label_cause","P239","resp_copd"
2003,"label_cause","P239","resp_copd"
2000,"label_cause","U049","resp_copd"
2001,"label_cause","U049","resp_copd"
2002,"label_cause","U049","resp_copd"
2003,"label_cause","U049","resp_copd"
2000,"label_cause","E119","t2_dm"
2001,"label_cause","E119","t2_dm"
2002,"label_cause","E119","t2_dm"
2003,"label_cause","E119","t2_dm"
